County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Greene,Black Horse Farms Farm Stand,10094 Rt. 9W Athens,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776,http://www.blackhorsefarms.com,Daily 9am-6pm,Year-round,YR,Y,Y,N,Y,42.30634,-73.85043,"(42.30634, -73.85043)"
Cattaraugus,Canticle Farm Market,3809 Old State Road Allegany,3809 Old State Road,Allegany,NY,14706,Mark Printz,7163789714,http://www.canticlefarm.org,"Tue/Fri 12pm-6pm, Dec-June: Tue only",Year-round,YR,Y,Y,N,Y,42.09601,-78.50618,"(42.09601, -78.50618)"
Delaware,Walton Farmers' Market,Veterans Plaza 181 Delaware St.,181 Delware Street,Walton,NY,13856,Jeanne Darling,6078656531,http://www.ccedelaware.org,Fri 11am-4pm,July 1-Sept 30,M,Y,N,N,Y,42.16855,-75.13157,"(42.16855, -75.13157)"
Orange,Middletown Farmers' Market,Erie Way Park 1-31 Union St. Middletown,1-31 Union St.,Middletown,NY,10940,Stephania Sande,8453438075,http://www.middletownbid.org,Sat 8am-1pm,June 4-October 22,M,Y,N,N,Y,41.44814,-74.41459,"(41.44814, -74.41459)"
Franklin,JCEO MM-Trails at Malone,156 Falling Leave Dr. Malone,166 Falling Leave Dr.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Wed 10am-12pm,June 1-September 30,M,Y,Y,N,Y,44.83505,-74.2986,"(44.83505, -74.2986)"
Erie,East Aurora Saturday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,http://www.eastaurorafarmersmarket.com,Sat 7am-1pm,May 7-November 19,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Oswego,Grindstone Farm Stand,780 County Route 28,780 County Route 28,Pulaski,NY,13142,Ella Gibbs,3152984139,http://grindstonefarm.com,Friday 11am-5pm,Year-round,YR,N,Y,N,Y,43.50657,-76.10799,"(43.50657, -76.10799)"
Allegany,Backporch Produce,10260 Fairview Rd Farmersville Station,10260 Fairview Rd,Farmersville Station,NY,14060,Cheri Stresing,7169468308,http://www.backporchproduce.com,Daily  9am-8pm,Year-round,YR,N,N,N,Y,42.44791997,-78.29298113,"(42.44791997, -78.29298113)"
Albany,Veggie Mobile Sprout-Creighton Storey Homes,158 3rd Street Albany,158 3rd Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 3:45pm-4:15pm,Year-round,YR,N,Y,N,Y,42.66205,-73.7578,"(42.66205, -73.7578)"
Chautauqua,Jamestown Mobile Market-Prendergast Library,509 Cherry St. Jamestown,509 Cherry Street,Jamestown,NY,14701,Linnea Carlson,7162260650,http://jtownpublicmarket.org,"Wed 10am-2pm, Thu 1pm-5pm",June 15-September 28,M,Y,Y,N,Y,42.09831,-79.24361,"(42.09831, -79.24361)"
Westchester,Saint John's Church Farmers' Market,Church Courtyard 1 Hudson St. Yonkers,1 Hudson Street,Yonkers,NY,10701,Sara Brody,9149696660,,Thu 8am-3pm,July 7-November 3,M,N,N,N,Y,40.93364,-73.89879,"(40.93364, -73.89879)"
Monroe,Rochester Public Market-Saturday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Sat 5am-3pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Dutchess,Millerton Farmers' Market,6 Dutchess Ave. Millerton Methodist Church,6 Dutchess Ave.,Millerton,NY,12546,Christine Sergent,5187894259,https://www.neccmillerton.org/farmers-market,Sat 10am-2pm,Year-round,YR,Y,Y,N,Y,41.9543,-73.50977,"(41.9543, -73.50977)"
Cattaraugus,Miller's Farm Market,1685 Olean Portville Rd. Olean,1685 Olean Portville Rd.,Olean,NY,14760,Shanna Miller,7163722521,,"Mon-Sat  9am-6pm, Sun  9am-5pm",April 15-December 24,P/M/X,Y,Y,N,Y,42.071439,-78.39814,"(42.071439, -78.39814)"
Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Alt Saturdays  9am-1pm,"November 5 - April 22, 2023",X/W/P,N,Y,N,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Lewis,Harrisville Farmers' Market,"Scenic View lot , State Street",State Street and Main Street,Harrisville,NY,13648,Laura La Platney,3157771689,,Sat 9am-4pm,May 28-October 29,P/M,Y,N,N,Y,44.14849,-75.31571,"(44.14849, -75.31571)"
Madison,Kubeckas Farm Stand,691 Chestnut Ridge Rd. Kirkville,691 Chestnut Ridge Rd,Kirkville,NY,13082,Karissa Atwood,3156875103,,"Mon-Fri 10am-6pm, Sat 10am-5pm",June 13-October 31,M,Y,N,N,Y,43.11239,-75.94782,"(43.11239, -75.94782)"
Queens,Cunningham Park Farmers' Market,"196-10 Union Tpke, Fresh Meadows, NE corner parking lot near 196th Pl",196-10 Union Turnpike,Fresh Meadows,NY,11366,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,April 24-December 18,P/M/X,Y,Y,N,Y,40.73056,-73.77346,"(40.73056, -73.77346)"
Steuben,Painted Post Farmers' Market,"Erwin Museum 277 Steuben Street, Corner of High St.",277 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730,http://www.facebook.com/PaintedPostFarmersMarket/,Saturday  10am-2pm,June 4-October 29,M,N,N,N,Y,42.16134,-77.0919,"(42.16134, -77.0919)"
Kings,6th Ave. Sunset Park Greenmarket,602 44th St at 6th Ave,44th Street at 6th Avenue,Brooklyn,NY,11220,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.64711,-74.00463,"(40.64711, -74.00463)"
Saratoga,Saratoga Farmers' Market-Wednesday,112 High Rock Avenue Saratoga Springs,112 High Rock Avenue,Saratoga Springs,NY,12866,Toni Nastasi,5189269962,http://www.saratogafarmersmarket.org,Wednesday 3pm-6pm,May 4-November 30,P/M,Y,Y,N,Y,43.08653,-73.77965,"(43.08653, -73.77965)"
Monroe,Curbside Market-Long Pond Sr Housing,1230 Long Pond Rd Greece,1230 Long Pond Road,Rochester,NY,14626,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 10am-11am,Year-round,YR,Y,Y,N,Y,43.2122,-77.69579,"(43.2122, -77.69579)"
Onondaga,Central NY Saturday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Rachael Ristau,3154228647,http://www.cnyrma.com,Sat 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,"(43.07269, -76.16835)"
New York,Soul to Soul Community Farm Stand,Adam Clayton Powell Jr. Blvd between 110th and 111th St.,1800 Adam Clayton Powell Jr. Blvd,New York,NY,10026,Marlow White,6464984764,,Thu/Fri 11am-5pm,Year-round,YR,Y,Y,N,Y,40.79967,-73.95481,"(40.79967, -73.95481)"
Washington,Ft Edward Canal St. Mktplace Farmers' Market,63 Canal St.  Fort Edward,63 Canal Street,Fort Edward,NY,12828,Peter Williams,5187473237,http://www.canalstreetmarketplace.org,Thurs  4pm-7pm,June 2-September 29,M,N,N,N,Y,43.26875,-73.58419,"(43.26875, -73.58419)"
Tompkins,Ithaca WINTER Farmers' Market,"Triphammer Plaza, 2255 Triphammer Road",2255 Triphammer Road,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Saturday  10:30am-2pm,January 8-March 26,W/P,N,Y,Y,Y,42.44097,-76.51093,"(42.44097, -76.51093)"
Chemung,EastSide Farmers' Market,Brand Park 301-311 Maple Ave. Elmira,760 East Water St,Elmira,NY,14901,Leah Sorensen,6077340341,,Tue 3pm-6pm,June 22-September 28,M,Y,Y,N,Y,42.08905,-76.7922,"(42.08905, -76.7922)"
Kings,Brooklyn Borough Hall Tuesday Greenmarket,211 Montague St Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/boro-hall-sa,Tue 8am-4pm,Year-round,YR,Y,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Monroe,Partyka Farms Farm Stand,1420 County Line Rd. Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,Daily  9am-7pm,Year-round,YR,N,Y,N,Y,43.29811,-77.99548,"(43.29811, -77.99548)"
Erie,MAP Mobile Market-Jericho Rd Broadway,"Jericho Rd Community Health Center  , 1021 Broadway Buffalo",1021 Broadway,Buffalo,NY,14212,Karine Amato,7168825327,http://www.mass-ave.org,Fri 2pm-4pm,June 7-October 2,M,Y,Y,N,Y,42.89347,-78.83678,"(42.89347, -78.83678)"
Montgomery,Karen's Produce Farm Stand,2311 State Hwy 5S Amsterdam,2311 State Hwy 5S,Amsterdam,NY,12010,Deanna Nelson,5188297397,,"Tue-Sun 10am-9pm, Mon 2pm-9pm",June 10-October 15,M,Y,N,N,Y,42.93155,-74.28781,"(42.93155, -74.28781)"
Queens,Socrates Sculpture Park Farm Stand,32-01 Vernon Blvd Long Island City,32-01 Vernon Blvd.,Long Island City,NY,11106,Brianne Ross,2482318776,,Sat 10am-2pm,May 1-October 30,P/M,Y,Y,N,Y,40.7676,-73.93617,"(40.7676, -73.93617)"
Nassau,Seaford Farmers' Market,"Seaford Railroad Station Parking lot 3, Sunrise Highway & Washington Ave",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sat 7am-12pm,June 4-Nov 19,M,Y,N,N,Y,40.67572,-73.48657,"(40.67572, -73.48657)"
Queens,Corona Greenmarket,103-28 Roosevelt Ave,Roosevelt Ave and 103rd St,Corona,NY,11368,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Fri 8am-3pm,June 24-November 18,M,Y,Y,N,Y,40.74994,-73.86221,"(40.74994, -73.86221)"
Orleans,Canal Village Farmers' Market,127 W Center St. Medina,127 W Center St.,Medina,NY,14103,Gail Miller,5857983904,,Sat 9am-2pm,Year-round,YR,Y,Y,N,Y,43.220217,-78.38851,"(43.220217, -78.38851)"
Bronx,Harvest Home Jacobi Hospital Fri Farmers Market,1400 Pelham Parkway,1400 Pelham Parkway,Bronx,NY,10461,Maritza Owens,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,June 24-November 18,M,Y,Y,N,Y,40.85738,-73.84631,"(40.85738, -73.84631)"
Franklin,JCEO MM-Malone DSS,184 Finney Blvd Malone,184 Finney Blvd,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Fri 11:45am-2pm,June 4-October 1,M,Y,Y,N,Y,44.83873,-74.30102,"(44.83873, -74.30102)"
Monroe,Curbside Market-DePaul Ridgeview,109 Marburger St Rochester,109 Marburger Street,Rochester,NY,14621,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 3:15pm-4:15pm,Year-round,YR,Y,Y,N,Y,43.19375,-77.6078,"(43.19375, -77.6078)"
Erie,Holland Farmers' Market,"25 North Main St.  Holland, Municipal lot Next to Fire Dept",25 North Main St.,Holland,NY,14080,Marg Wnek,7165379590,http://www.thehollandmkt.com,Sun 8:30am-1pm,May 1-October 30,P/M,Y,N,N,Y,42.64149,-78.54248,"(42.64149, -78.54248)"
Bronx,170 Farm Stand,1411 Townsend Ave and 170th st,1411 Townsend Ave,Bronx,NY,10452,Gus Stavroulakis,7187585901,http://www.newsettlement.org/170FarmStand,Wed 2:30-6pm,July 13-November 23,M,Y,Y,N,Y,40.84009,-73.9166,"(40.84009, -73.9166)"
Bronx,Riverdale Y Sunday Farmers' Market,4545 Independence Ave. Bronx,649 W 237th St,Bronx,NY,10463,Shira Silverman,7188771270,http://www.riverdaley.org/community/Sunday-market,Sun 9am-2pm,Apr 3-Dec 18; Jan 9-Mar 27,P/M/X/W,Y,Y,N,Y,40.888442,-73.912784,"(40.888442, -73.912784)"
Orange,Sleepy Hills Orchard Farm Stand,1328 Route 284 Johnson,1328 Route 284,Johnson,NY,10933,Amy King,8457263797,http://www.sleepyhillsorchard.com,Daily 9am-6pm,July 7-November 23,M,Y,N,N,Y,41.35818,-74.50442,"(41.35818, -74.50442)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion Route 30,State Route 30 and Elliot Ln,Speculator,NY,12164,Donna Benkovich,5185484521,http://www.speculatorchamber.com,Thu 2pm-5pm,June 23-September 15,M,Y,N,N,Y,43.49679,-74.36073,"(43.49679, -74.36073)"
Genesee,Genesee Country Thursday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Kathryn Cringoli,5853011909,,Thu 9am-4pm,June 3-October 28,M,Y,Y,N,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Albany,Veggie Mobile-Whitney Young Health Ctr,920 Lark Drive Albany,920 Lark Drive,Albany,NY,12207,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 11am-12pm,Year-round,YR,N,Y,N,Y,42.66215,-73.74859,"(42.66215, -73.74859)"
Otsego,Cooperstown Tuesday Farmers' Market,101 Main Street in Pioneer Alley near Keybank,101 Main Street,Cooperstown,NY,13326,Karrie Larsson,6075476195,http://www.cooperstownfarmersmarket.org,Tue 12pm-5pm,June-September,M,Y,Y,N,Y,42.70063,-74.92524,"(42.70063, -74.92524)"
Monroe,Curbside Market-Manhattan Sq Family Medicine,454 E Broad St Rochester,454 E Broad St,Rochester,NY,14607,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 1:15pm-2:30pm,Year-round,YR,Y,Y,N,Y,43.15531,-77.59957,"(43.15531, -77.59957)"
Niagara,Veggie Van MM-St John De LaSalle,8600 Buffalo Ave. Niagara Falls,8600 Buffalo Ave.,Niagara Falls,NY,14304,Jen Regan,7164338839,,Thursday 9:30am-10:30am,June 14-October 20,M,N,Y,N,Y,43.07637,-78.96524,"(43.07637, -78.96524)"
Westchester,New Rochelle Farmers' Market,"20 Sicard Ave, Thomas Paine Cottage Museum",20 Sicard Ave,New Rochelle,NY,10804,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Fri 9am-2pm,June 3-October 28,M,Y,Y,Y,Y,40.93407,-73.79099,"(40.93407, -73.79099)"
Nassau,East Meadow Farm Stand,832 Merrick Ave East Meadow,832 Merrick Avenue,East Meadow,NY,11554,Gregory Sandor,5168322591,http://cce.nassau.org,Fri 3pm-6pm,July 17-October 28,M,Y,N,N,Y,40.70092,-73.56747,"(40.70092, -73.56747)"
Kings,Bay Ridge Greenmarket,9408 3rd Ave at 95th St inside Walgreen's parking lot,Third Ave and 95th St,Brooklyn,NY,11209,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sat 8am-3pm,May 7-November 19,P/M,Y,Y,N,Y,40.61724,-74.03362,"(40.61724, -74.03362)"
New York,Abingdon Square Greenmarket,601 Hudson St at W 12th St,Hudson St and W 12 St,New York,NY,10014,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Sat 8am-2pm,Year-round,YR,Y,Y,N,Y,40.73755,-74.00568,"(40.73755, -74.00568)"
Cortland,Dave's Veggies Farm Market,5178 NYS Route 41 Homer,5178 NY-41,Homer,NY,13077,David Root,6077494955,,Daily 12am-6pm,May-October,P/M,Y,Y,N,Y,42.659118,-76.203042,"(42.659118, -76.203042)"
Livingston,Dansville Farmers' Market,50 Maple St. Dansville,50 Maple St,Dansville,NY,14437,James D Romley,4432992699,,Fri 11am-4pm,May 27-October 14,P/M,Y,N,N,Y,42.56606,-77.70838,"(42.56606, -77.70838)"
Livingston,Little Lakes Farmers' Market,4705 South Main St Hemlock,4705 South Main St,Hemlock,NY,14437,Robin Mcilwaine,5854517294,,Sat 10am-1pm,June 18-October 15,M,N,N,N,Y,42.79342,-77.60556,"(42.79342, -77.60556)"
Albany,Farmers' Market at the Crossings,580 Albany Shaker Rd. Loudonville,580 Albany Shaker Rd,Colonie,NY,12211,Laura Archambault,5187832760,http://www.colonie.org,Saturday  9am-1pm,May 14-September 24,P/M,N,N,N,Y,42.71016,-73.78029,"(42.71016, -73.78029)"
Monroe,Westside Farmers' Market,"St. Monica's Church parking lot, 831 Genesee St. Rochester",831 Genesee St,Rochester,NY,14611,Jackie Farrell,5854368999,http://www.westsidemarketrochester.com,Tue 4pm-7pm,June 7-October 11,M,Y,Y,N,Y,43.134058,-77.636523,"(43.134058, -77.636523)"
Erie,5 Loaves Farm Stand-Delavan Ave,70 West Delavan Ave Buffalo,70 West Delevan Ave,Buffalo,NY,14213,Matt Kauffman,7168039241,http://5loavesfarm.org,Friday  4pm-7pm,July 7-October 27,M,N,N,N,Y,42.9223,-78.8969,"(42.9223, -78.8969)"
Erie,Clinton Bailey Wed Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7168222466,http://www.clintonbaileymarket.com,Wed 8am-5pm,May 7-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
New York,Harvest Home Metropolitan Farmers' Market,2nd Ave btwn East 99th St. & E97th St,2nd Ave. at East 99th St.,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Fri 8am-5pm,June 17-November 18,M,Y,Y,N,Y,40.78553,-73.94615,"(40.78553, -73.94615)"
St. Lawrence,Whitten Family Farm Stand,1101 Cty Route 49 Winthrop,1101 County Road 49,Winthrop,NY,13697,Cherie Whitten,5183595112,http://www.whittenfamilyfarm.com,Monday-Wednesday 10am-7pm,June 20-October 26,M,Y,Y,N,Y,44.75203,-74.752,"(44.75203, -74.752)"
Monroe,Curbside Market-James Dobson Apts,150 Van Auker St Rochester,150 Van Auker Street,Rochester,NY,14608,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Sat 12:15pm-1:45pm,Year-round,YR,Y,Y,N,Y,43.14997,-77.62109,"(43.14997, -77.62109)"
Niagara,Fleckensteins Farms Farm Stand,2813 Youngstown-Lockport Rd Ransomville,2813 Youngstown Lockport Road,Ransomville,NY,14131,Pete Fleckenstein,7166284841,https://www.fleckensteinfarms.com/,Sat/Sun 11am-5pm,Year-round,YR,Y,N,N,Y,43.23252,-78.89288,"(43.23252, -78.89288)"
Chautauqua,Roberto Fred Farm Stand,10655 Temple Rd Dunkirk,10655 Temple Rd,Dunkirk,NY,14048,Roberto Fred,7163667200,,Daily 9am-6pm,June 1-November 30,M,N,Y,N,Y,42.464201,-79.361694,"(42.464201, -79.361694)"
Herkimer,MAWS Farm Stand,7342 Main Street Newport,7342 Main Street,Newport,NY,13416,Michael Skwara,3159850088,http://www.mawsfarm.com,Daily  9am-6pm,Year-round,YR,N,Y,N,Y,43.18096,-75.01054,"(43.18096, -75.01054)"
Queens,Flushing Greenmarket,42-45 Kissena Blvd and Maple Ave (Maple Playground),Kissena Boulevard and Maple Avenue,Flushing,NY,11355,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Wed 8am-3pm,July 27-November 30,M,Y,Y,N,Y,40.75636,-73.82579,"(40.75636, -73.82579)"
Saratoga,Halfmoon Farmers' Market,1 Halfmoon Town Plaza,2 Halfmoon Town Plaza,Halfmoon,NY,12065,Ross MacNeil,5183717410,,Wed 3pm-7pm,Year-round,YR,Y,N,N,Y,42.85348,-73.72559,"(42.85348, -73.72559)"
Orange,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane Middletown,25 Kinne Lane,Middletown,NY,10940,Charles F. Kirby,8453552718,,Daily 8am-6pm,Year-round,YR,Y,N,N,Y,41.40479,-74.50332,"(41.40479, -74.50332)"
Tompkins,Freeville Farmers Market,43 Main St. Freeville,43 Main St.,Freeville,NY,13068,Lily Gershon,7328220415,,Sun 12pm-2pm,May 22-September 18,P/M,Y,N,N,Y,42.51179,-76.35084,"(42.51179, -76.35084)"
Clinton,Plattsburgh Farmers' and Craft Sat Market,Green St.,Broad St and Durkee St,Plattsburgh,NY,12901,Julie Baughn,5188027164,http://www.facebook.com/pages/Plattsburgh-Farmers-and-Crafters-Market/121588034547095,Sat 9am-3pm,May 7-October 8,P/M,Y,N,N,Y,44.69535,-73.45226,"(44.69535, -73.45226)"
Monroe,Curbside Market-Winton Gardens Towers,"2052 E Main St Rochester, Parking lot off Cedarwood Terrace",2052 East Main St,Rochester,NY,14609,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Mon 2pm-3pm,Year-round,YR,Y,Y,N,Y,43.16076,-77.55556,"(43.16076, -77.55556)"
Oswego,B30 Farm Farm Stand,676 Baldwin Road  Fulton,676 Baldwin Road,Fulton,NY,13069,Timothy F. Moshier,3154399991,http://www.b30f.com,Mon-Wed  11am-5pm,Year-round,YR,N,N,N,Y,43.38285,-76.34859,"(43.38285, -76.34859)"
Ontario,Victor Farmers' Market,Village Hall Parking Lot 60 East Main St.,60 East Main St,Victor,NY,14564,Roseanne Turner-Adams,5859243311,http://www.victorny.org,Wed 3pm-6pm,June 1-October 26,M,Y,N,N,Y,42.98236,-77.4088,"(42.98236, -77.4088)"
Rensselaer,Veggie Mobile-Van Rensselaer Heights,460 Forbes Ave. Rensselaer,460 Forbes Avenue,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 10:45am-11:15am,Year-round,YR,N,Y,N,Y,42.65953,-73.73008,"(42.65953, -73.73008)"
New York,Columbia Sun Greenmarket,2910 Broadway btwn W114th & W115th Sts,Broadway and West 115th St,New York,NY,10027,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sun 8am-3pm,Year-round,YR,Y,Y,N,Y,40.8073,-73.9643,"(40.8073, -73.9643)"
Wyoming,Perry Farmers' Market,Perry Festival Plaza  S. Main Street,Main St and Borden Ave,Perry,NY,14530,Rick Hauser,5859913893,http://www.perryfarmersmarket.com,Sat 8:30am-12:30pm,June 18-September 24,M,Y,N,N,Y,42.71842,-78.00218,"(42.71842, -78.00218)"
Otsego,Richfield Springs Area Sat Farmers' Market,"Spring Park Main St. (Rt. 20), across from Post Office",Main St and Church St,Richfield Springs,NY,13439,Ronald Bayzon,3158582703,,Sat 8am-1pm,June 18-October 29,M,Y,N,N,Y,42.85359,-74.98476,"(42.85359, -74.98476)"
Sullivan,Sullivan Fresh Monticello Farmers' Market,10 Jefferson St Monticello,10 Jefferson St,Monticello,NY,12701,Melinda Meddaugh,8452926180,http://www.sullivancce.org,Thu 10am-1pm,June 30-Sept 29,M,Y,Y,N,Y,41.65729,-74.69264,"(41.65729, -74.69264)"
Rensselaer,Veggie Mobile Sprout-Monument Square Apts,2  1st Street #1 Troy,1st Street #1,Troy,NY,12180,Audrey Bridge,5182748685,http://www.captialroots.org,Tue 12:15pm-12:45pm,Year-round,YR,N,Y,N,Y,42.73123,-73.69261,"(42.73123, -73.69261)"
Erie,Clinton Bailey Mon Farmers' Market,1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7168222466,http://www.clintonbaileymarket.com,Mon 8am-5pm,May 7-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Bronx,New York Botanical Garden Farmers' Market,2950 Southern Boulevard Mosholu Gate,2950 Southern Boulevard,Bronx,NY,10458-5126,Pascale Le Draoulec,9148063380,,Wed  10am-3pm,June 1-October 26,M,N,Y,N,Y,40.86689,-73.88061,"(40.86689, -73.88061)"
Albany,Veggie Mobile-Koinonia Primary Care,553 Clinton Ave. & N. Lake Ave. Albany,553 Clinton Avenue,Albany,NY,12206,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 2pm-2:45pm,Year-round,YR,N,Y,N,Y,42.66508,-73.76804,"(42.66508, -73.76804)"
Franklin,JCEO MM-Akwesasne Generations Park,30 Margaret Margaret Terrace Memorial Way Generations Park Akwesasne (Hogansburg),Margaret Terrace Memorial Way,Hogansburg,NY,12195,Robert King,5183194028,http://www.jceo.org,Wed 12:10pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.98041,-74.66642,"(44.98041, -74.66642)"
Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle 425 Mary St,425 Mary Street,Clayton,NY,13624,Tricia Bannister,3156863771,http://www.1000islands-clayton.com,Thu 10am-4pm,June 2-October 13,M,Y,N,N,Y,44.23992,-76.08508,"(44.23992, -76.08508)"
Cayuga,Morgan's Half Acre Produce,6169 Half Acre Rd Auburn,6169 Half Acre Road,Auburn,NY,13021,Kelli Morgan,3152533008,http://www.morganshalfacreproduce.com,"Mon-Sat 9am-6pm, Sun 10am-4pm",May 14-Oct 31,P/M,Y,N,N,Y,42.91629,-76.62457,"(42.91629, -76.62457)"
Cattaraugus,South Dayton Farmers' Market,Railroad St. and RT. 322,Railroad Street and RT 322,South Dayton,NY,14138,Karen Strickland,7166729004,https://www.facebook.com/south.dayton.farmers.market/,Sat 9am-1pm,May 7-October 29,P/M,Y,Y,N,Y,42.36074,-79.04917,"(42.36074, -79.04917)"
Fulton,Broadalbin Farmers' Market,3687 State Highway 30  Broadalbin,3687 Highway 30,Broadalbin,NY,12025,Michael Tillson,5188829306,http://www.fmfma.org,Fri 3pm-6pm,June 10-September 30,M,Y,N,N,Y,43.04809,-74.2173,"(43.04809, -74.2173)"
Monroe,Curbside Market-Plymouth Gardens,1400 S Plymouth Ave Rochester,1400 S Plymouth Ave.,Rochester,NY,14611,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Fri 10:30am-11:45pm,Year-round,YR,Y,Y,N,Y,43.13192,-77.6339,"(43.13192, -77.6339)"
Queens,NYC Health+Hospitals Farmers' Market-Queens 1,82-68 164th St Jamaica Side of Pavillion,82-68 164th St,Jamaica,NY,11432,Sandra Springer,7188832576,http://www.nychealthandhospitals.org,Thu 8am-5pm,June 23-November 17,M,Y,N,N,Y,40.71753,-73.80373,"(40.71753, -73.80373)"
St. Lawrence,Canton Tuesday Farmers' Market,Village Green Park 17 Park st at Main St.,Main St and Park St,Canton,NY,13617,Carlene Doane,3156058133,,Tue 9am-2pm,May 27-October 28,P/M,Y,Y,N,Y,44.59564,-75.16921,"(44.59564, -75.16921)"
Niagara,Randy Becken Farm Stand,3302 Upper Mountain Rd.,3302 Upper Mountain Road,Sanborn,NY,14132,Sarah Becken,7165445255,,"Thu/Fri 10am-6pm, Sat 10am-5pm Sun 11am-3pm",August 11-November 16,M,Y,N,N,Y,43.16543,-78.86239,"(43.16543, -78.86239)"
Clinton,JCEO MM-Akwasasne Housing Authority,29 Business Park Rd Hoagansburg,29 business Park Rd,Hoagansburg,NY,12195,Robert King,5183194028,http://www.jceo.org,Wed 10am-12pm,June 1-September 30,M,Y,Y,N,Y,44.97626,-74.67137,"(44.97626, -74.67137)"
Delaware,Catskill Cattle Farm Stand,96 Laurel Bank Ave  Deposit,96 Laurel Bank Ave,Deposit,NY,13754,Lonny Schaefer,6074675762,http://www.catskillcattle.com,"Wed-Sat 11am-6pm, Sun 12pm-4pm",Year-round,YR,Y,N,N,Y,42.06673,-75.40725,"(42.06673, -75.40725)"
Monroe,Curbside Market-Beechwood Neighborhood,441 Parsells Ave Rochester,441 Parsells Ave,Rochester,NY,14609,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 3pm-4pm,Year-round,YR,Y,Y,N,Y,43.1658,-77.56665,"(43.1658, -77.56665)"
