County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference
WASHINGTON,533029,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PLEASANT VALLEY FARM,ARNOLD PAUL AND SANDY,518-638-6501,118,SOUTH VALLEY ROAD,,,ARGYLE,NY,12809,POINT (-73.524777 43.199953)
ONTARIO,321004,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",IMPERIAL PLANTS & SUPPLIES,HALLANCIA HUMBERTO & JEANINE,585-374-6436,7027,COUNTY RD 12,,,NAPLES,NY,14512,POINT (-77.374284 42.673956)
TOMPKINS,506616,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CCE TOMPKINS COUNTY MASTER GDNRS PGRM,CHRYS GARDNER,607-272-2292,615,WILLOW AVE,,,ITHACA,NY,14850,POINT (-76.503731 42.45038)
SUFFOLK,645666,Nursery Stock Only,10 Acres or Less,,NORTH SHORE NURSERY TREE AND LANDSCAPING INC,JOEL USHER,631-751-2000,554A,WEST BROADWAY,,,PORT JEFFERSON,NY,11777,POINT (-73.083579 40.945342)
SUFFOLK,476954,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",SANG LEE FARMS INC,SANG LEE FARMS INC,631-734-7001,25180,COUNTY ROUTE 48,,,PECONIC,NY,11958,
ORANGE,645655,Nursery Stock Only,11-100 Acres,,AIRFIELD FARMS INC,FRANCIS J SPINELLI,914-494-5974,64,HOLMES ROAD,,,NEWBURGH,NY,12550,POINT (-74.014345 41.55979)
SUFFOLK,471360,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WITTENDALES FLORIST & GREENHOUSE INC,WITTENDALES FLORIST & GREENHS INC,631-324-7160,89,NEWTOWN LANE,,,EAST HAMPTON,NY,11937,POINT (-72.189783 40.964826)
CATTARAUGUS,644978,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TANDAMITI LLC,HENRY MILLER,716-532-3421,12642,PLANCK ROAD,,,PERRYSBURG,NY,14129,POINT (-79.037366 42.50124900000001)
CATTARAUGUS,644765,Nursery Stock Only,10 Acres or Less,,JOHN J. SMEAD,JOHN J. SMEAD,716-860-3832,8164,THOMPSON RD,,,CATTARAUGUS,NY,14719,POINT (-78.774428 42.371047)
WASHINGTON,644694,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JIM BOB'S GREENHOUSE,"JAMES J LUCOWITZ, SR",518-795-0694,290,MCGOWEN RD,,,SCHAGHTICOKE,NY,12154,POINT (-73.575377 42.975617)
HERKIMER,644010,Nursery Stock Only,10 Acres or Less,,TOP NOTCH GARDEN CENTER AT NEWPORT MARKETPLACE,MARK WAGNER,315-845-8822,7583,MAIN STREET,,,NEWPORT,NY,13416,POINT (-75.02001 43.192284)
SUFFOLK,644990,Combined Nursery and Greenhouse,10 Acres or Less,,HERRICKS LANE FARM LLC,HERRICKS LANE FARM LLC,631-722-2293,81,HERRICKS LANE,,,RIVERHEAD,NY,11901,POINT (-72.574254 40.959097)
WYOMING,645417,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JONAS HERSHBERGER,JONAS HERSHBERGER,,7468,ALBRO ROAD,,,GAINESVILLE,NY,14066,POINT (-78.17007 42.54668)
SCHENECTADY,426693,Nursery Stock Only,10 Acres or Less,,DABS LANDSCAPING LLC,DABS LANDSCAPING LLC,518-356-3953,1640,DUANESBURG ROAD,,,SCHENECTADY,NY,12306,POINT (-74.037895 42.778276)
WYOMING,565393,Nursery Stock Only,10 Acres or Less,,DECKERS CHRISTMAS TREES,DECKER DAVID P,585-322-7540,571,WEST MAIN STREET,,,ARCADE,NY,14009,POINT (-78.439397 42.533557)
BROOME,37181,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BROTHER BROWN FLOWERS,DARPINO MICHAEL,607-343-4983,1108,UPPER FRONT STREET,,,BINGHAMTON,NY,13905,POINT (-75.90099 42.147361)
RENSSELAER,382247,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",OUT OF THE ORDINARY NURSERY,PAWLSON DAWN & JAMES,518-674-0351,286,OLD ROUTE 66,PO BOX 867,,AVERILL PARK,NY,12018,POINT (-73.566194 42.651299)
DUTCHESS,646377,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CBS INC,VICKI SYLVESTER,914-277-4771,18,MEADOW RD,,,HOPEWELL JUNCTION,NY,12533,POINT (-73.75384500000001 41.62335)
ONTARIO,322609,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TJB GROWERS,BATEMAN SALLY,585-394-3272,3188,ROUTE 5 & 20,,,CANANDAIGUA,NY,14424,POINT (-77.166183 42.860589)
NIAGARA,296534,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MILLER JIM,MILLER JIM,716-297-3909,6629,SANDERS ROAD,,,LOCKPORT,NY,14094,POINT (-78.652615 43.105572)
ERIE,643760,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HEN HAWK ACRES,DONALD DENNIES,716-496-5380,13437,GENESEE RD,,,CHAFFEE,NY,14030,POINT (-78.48366 42.551622)
TOMPKINS,645303,Nursery Stock Only,10 Acres or Less,,SOMMARSTUGA GARDENS LLC,DARLENE SCHLATHER,607-387-5668,81,E. MAIN STREET,,,TRUMANSBURG,NY,14886,POINT (-76.65791200000001 42.540747)
MADISON,251623,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",STONE BROTHERS,STONE BROTHERS,315-655-3213,3652,MILESTRIP ROAD,,,CANASTOTA,NY,13032,POINT (-75.753855 42.999831)
FRANKLIN,645764,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RUDOLPH YODER,RUDOLPH YODER,,1927,CR5,,,BRUSHTON,NY,12916,
ORLEANS,344755,Nursery Stock Only,11-100 Acres,,SCHLABACH'S NURSERY,SCHLABACH DAVID R,585-798-6198,2784,MURDOCK ROAD,,,MEDINA,NY,14103,POINT (-78.433812 43.27643)
MONTGOMERY,644643,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",RAY ZIMMERMAN,RAY ZIMMERMAN,518-993-4178,429,BROOKMANS CORNERS RD,,,FORT PLAIN,NY,13339,POINT (-74.72417 42.920316)
LEWIS,645991,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GILLETTES PRODUCE + PLANTS,LAINY P GILLETTE,315-816-1229,4853,SHARP ROAD,,,LOWVILLE,NY,13367,POINT (-75.516442 43.843433)
ST. LAWRENCE,646440,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",TERRY FAMILY GREENHOUSE,"SCOTT, LEAH AND JPHN TERRY",315-528-4160,70,WOOD ROAD,,,LISBON,NY,13658,POINT (-75.371807 44.714029)
SUFFOLK,474231,Nursery Stock Only,11-100 Acres,,BARBATO NURSERY CORP,BARBATO NURSERY CORP,631-285-6767,,WADING RIVER ROAD,,,WADING RIVER,NY,11792,POINT (-72.833787 40.94950500000001)
TIOGA,491703,Combined Nursery and Greenhouse,,"20,001 SqFt of Glass or More",MOUNTAIN TOP GREENHSES,CATALANO FRANK J,607-687-8823,445,HALSEY VALLEY ROAD,,,BARTON,NY,13734,POINT (-76.36924 42.094454)
SENECA,452721,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",COTTRELLS FARM MARKET,COTTRELL THOMAS H JR,315-730-0189,1200,NYS RT 96,,,WATERLOO,NY,13165,
BROOME,645781,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",STICKS AND STONES GARDENS,KEVIN J WORDEN,607-648-9210,307,PORT ROAD,,,BINGHAMTON,NY,13901,POINT (-75.873095 42.205209)
CAYUGA,644749,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BOO RADLEYS GARDEN,CHAD TOWSLEY AND JILL BARNES,518-237-4663,3504,OAK HILL ROAD,,,MORAVIA,NY,13118,POINT (-76.436031 42.787802)
STEUBEN,645829,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PIXIE MOSS MEADOWS,JENNIFER A TIFFANY,607-221-5906,11216,HARADON ROAD,,,CORNING,NY,14830,POINT (-77.01987 42.230954)
DELAWARE,645593,Nursery Stock Only,10 Acres or Less,,MUDDY RIVER HOPS LLC,DUSTIN AND JARED WOOD,607-437-7705,15544,COUNTY HIGHWAY 23,,,UNADILLA,NY,13849,POINT (-75.340839 42.313128)
SCHOHARIE,644876,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRY GARDENS OF MIDDLEBURGH,ALICE MARSHALL,518-9150848,4056,STATE ROUTE 30,,,MIDDLEBURGH,NY,12122,POINT (-74.353806 42.58775)
NASSAU,286633,Nursery Stock Only,10 Acres or Less,,EMERALD FARM,KELLY JAMES J,516-729-5401,10,OLD WESTBURY ROAD,,,OLD WESTBURY,NY,11568,POINT (-73.602584 40.765321)
MONTGOMERY,645455,Nursery Stock Only,10 Acres or Less,,GLEN COTTAGE FARMS,TRACIE SOPER,518-428-2548,382,CORBIN HILL ROAD,,,SPRAKERS,NY,12166,POINT (-74.374354 42.821814)
STEUBEN,645451,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SOGGY OAK ACRES,GABRIELLA AND JASON MILLER,607-329-2945,8909,OAK HILL ROAD,,,SAVONA,NY,14879,POINT (-77.169477 42.307564)
SCHUYLER,646290,Nursery Stock Only,11-100 Acres,,APPLES AND MOORE LLC,ALEC MOORE,607-738-1929,2750,APPLE LANE,,,WATKINS GLEN,NY,14891,POINT (-76.926974 42.37834)
DUTCHESS,136530,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RAINBOWS END BUTTERFLY FARM & NURSERY,RAINBOWS END BUTTERFLY & NRSY LLC,845-832-6749,13,RAINBOWS END,,,PAWLING,NY,12564,POINT (-73.584557 41.62371600000001)
LIVINGSTON,646213,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PIKES GREENHOUSE,ANDREW PIKE,585-208-6041,5672,EAVON LIMA ROAD,,,AVON,NY,14414,POINT (-77.703043 42.908263)
COLUMBIA,101034,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DON BAKER FARM LLC,BAKER DALE E,518-828-9542,183,ROUTE 14,,,HUDSON,NY,12534,POINT (-73.818114 42.200205)
CHENANGO,645933,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JASON FREETO,JASON FREETO,607-320-4121,117,MARY LYNNE LANE,,,BAINBRIDGE,NY,13733,POINT (-75.490911 42.331708)
SUFFOLK,475421,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HARBES FAMILY FARM LLC,HARBES FAMILY FARM LLC,631-298-9773,,MAIN ROAD RTE 25,,,JAMESPORT,NY,11947,POINT (-72.586562 40.947229)
SUFFOLK,646046,Nursery Stock Only,10 Acres or Less,,BNB FARMS LLC,PAUL CEBEREK,631-445-2283,2230,MILL LANE,,,MATTITUCK,NY,11952,POINT (-72.528813 41.003492)
YATES,571524,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",HORNINGS GREENHOUSES,HORNING JEREMIAH H,315-536-3028,874,RT 14A,,,PENN YAN,NY,14527,POINT (-77.066357 42.721674)
SUFFOLK,643810,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",JAMESPORT GREENHOUSES,HELEN E POWERS,631-722-4927,172,HERRICKS LANE,,,JAMESPORT,NY,11947,POINT (-72.576808 40.96197)
ULSTER,515367,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROS CORP,845-338-4936,286,RICHMOND PARKWAY,,,KINGSTON,NY,12401,POINT (-74.008444 41.94819)
DUTCHESS,131086,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",MILLERTON NURSERY & GARDEN SHOP INC,MILLERTON NURSERY & GARDEN SHOP INC,518-789-3771,5600,ROUTE 22,,,MILLERTON,NY,12546,POINT (-73.537136 41.924205)
SUFFOLK,472654,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",BLOOMIN HAUS THE,PAZIENZA JOSEPH&YVONNE,631-404-7953,816,WAVERLY AVE,,,HOLTSVILLE,NY,11742,POINT (-73.04307 40.798724)
ERIE,143512,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WINDY ACRES GREENHOUSE & NURSERY,BEVERLY J WOJTASZCZYK,716-541-4923,6175,WAGNER ROAD,,,SPRINGVILLE,NY,14141,POINT (-78.762049 42.58666)
SUFFOLK,471333,Nursery Stock Only,101 Acres or More,,WARNER NURSERY LLC,WARNER AUSTIN H,631-727-1336,2674,SOUND AVENUE,,,CALVERTON,NY,11933,POINT (-72.731509 40.958749)
SUFFOLK,475801,Nursery Stock Only,10 Acres or Less,,J&R LANDSCAPING INC,J&R LANDSCAPING INC,631-324-9174,168,LONG LANE,,,EAST HAMPTON,NY,11937,POINT (-72.216137 40.975183)
SUFFOLK,644112,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOLDEN FORREST NURSERY,JAMES WELBORNE,631-603-1339,2,BIG PINE RD,,,RIDGE,NY,11961,POINT (-72.89390200000001 40.888258)
SENECA,451817,Nursery Stock Only,11-100 Acres,,WRIGHTS CHRISTMAS TREE FARMS,WRIGHT WILLSON E,315-539-9626,1048,HECKER ROAD,,,WATERLOO,NY,13165,POINT (-76.89495 42.911356)
CORTLAND,112974,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LITTLE YORK PLANTATION LLC,CRANE RICHARD JR & JACQUELINE,607-749-4861,6088,ROUTE 281,,,LITTLE YORK,NY,13087,POINT (-76.161294 42.702382)
SUFFOLK,644648,Nursery Stock Only,11-100 Acres,,SHL FARM LLC,DECLAN BLACKMORE,631-725-0005,342,TOWN LANE,,,AMAGANSETT,NY,11930,POINT (-72.144031 40.984743)
ERIE,645804,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",EVANS NURSERY,JAMES B WIDGER,716-860-3872,7400,SOUTHWESTERN BOULEVARD,,,NORTH EVANS,NY,14112,
WESTCHESTER,555500,Nursery Stock Only,10 Acres or Less,,ALFREDO LDC,ALFREDO LDC,914-666-3950,620,ARMONK ROAD,,,MT KISCO,NY,10549,POINT (-73.73039 41.159719)
LIVINGSTON,240014,Nursery Stock Only,10 Acres or Less,,ALL WESTERN EVERGREEN NURSERY & CHRISTMAS TREE,HUMPHREY WILLIAM/KATHERINE,585-669-2659,6840,LIBERTY POLE ROAD BOX 217,,,SPRINGWATER,NY,145600310,
ERIE,646436,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TURNBULL NURSERY INC ON VERSAILLES PLANK RD,TURNBULL NURSERY INC,716-337-3812,,VERSAILLES PLANK RD,,,NORTH COLLINS,NY,14111,POINT (-78.9093 42.585402)
SUFFOLK,644483,Nursery Stock Only,10 Acres or Less,,BROADVIEW GARDENS EH INC,CATHERINE WARREN,631-537-0051,85,WAINSCOTT MAIN ST,,,WAINSCOTT,NY,11975,POINT (-72.246225 40.935221)
OTSEGO,645963,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BLIND DRIVE FARM,PATRICIA SUERTH,716-456-1470,4070,STATE HIGHWAY 205,,,HARTWICK,NY,13348,POINT (-75.054833 42.690721)
ERIE,646203,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GROUNDWORK MARKET GARDEN INC,"MAYDA POZANTIDES, ANDERS GUNNERSEN",716-908-7396,1698,GENESEE ST,,,BUFFALO,NY,14211,POINT (-78.817848 42.910976)
ULSTER,644115,Nursery Stock Only,10 Acres or Less,,HERMANCE NURSERIES,TRAVIS HERMANCE,401-465-5165,28,HERMANCE LANE,,,ULSTER PARK,NY,12487,POINT (-73.964151 41.853504)
SCHOHARIE,436257,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ALTAMONT CTRY VALUESINC,ALTAMONT CTRY VALUESINC,518-861-8061,3317,STATE ROUTE 7,,,HOWES CAVE,NY,12092,POINT (-74.356881 42.692445)
MONROE,646152,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",POTT'D,RACHEL LEAVY,585-474-7925,516,SOUTH AVENUE,APT 1,,ROCHESTER,NY,14620,POINT (-77.605379 43.145657)
NIAGARA,291872,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",TREICHLER H A&SONS INC,TREICHLER H A&SONS INC,716-731-9390,2687,SAUNDERS SETTLEMENT ROAD,,,SANBORN,NY,14132,POINT (-78.897094 43.143248)
CATTARAUGUS,644960,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",D + E FLOWERS,D+ E FLOWERS,585-567-8174,11838,COUNTY RD 36,,,FREEDOM,NY,14065,POINT (-78.203613 42.511368)
RENSSELAER,644770,Nursery Stock Only,10 Acres or Less,,LAUGHING EARTH,ZACK AND ANN METZGER,518-821-8449,,RIVER ST,,,TROY,NY,12180,POINT (-73.637848 42.736751)
JEFFERSON,646059,Nursery Stock Only,10 Acres or Less,,LUFF FARMS INC,KURT & LORI LANNING,315-649-2985,21272,SOUTH SHORE ROAD,,,THREE MILE BAY,NY,13693,POINT (-76.263487 43.985984)
CHAUTAUQUA,66838,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HOSTETLER MELVIN,HOSTETLER MELVIN,716-761-6831,2213,ROUTE 76,,,PANAMA,NY,14767,POINT (-79.586365 42.093594)
WESTCHESTER,645664,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HUGUENOT GRANGE LLC,NICHOLAS M SIOUFAS,914-844-0761,75,COLTON ROAD,,,NEW ROCHELLE,NY,10804,POINT (-73.793609 40.932041)
CHEMUNG,73391,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PINE VALLEY FARMS,LIBERATORE JAMES,607-739-2319,3651,WATKINS ROAD,,,PINE VALLEY,NY,14872,POINT (-76.845741 42.224691)
WASHINGTON,646390,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FOUR FEATHERS FARM,JASMINE ROBERTS,802-282-5560,5,BALLARD ROAD,,,HAMPTON,NY,12837,POINT (-73.25624 43.520403)
PUTNAM,644980,Nursery Stock Only,11-100 Acres,,VALLEY VIEW MANANGEMENT  CORP,ALEXANDER KASPAR,917-969-1212,33,GILBERT LANE,,,PUTNAM VALLEY,NY,10579,POINT (-73.879406 41.350269)
NASSAU,644470,Nursery Stock Only,10 Acres or Less,,LAMAYS TREE SERVICE INC,GEORGE LAMAY,631-549-8733,1111,CEDAR SWAMP RD,,,GLEN HEAD,NY,11545,POINT (-73.597704 40.828293)
ONONDAGA,645955,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NICOTRA FARMS INC,SAMUEL M NICOTRA,315-656-7435,6762,FLY ROAD,,,EAST SYRACUSE,NY,13057,POINT (-76.059792 43.098242)
COLUMBIA,644201,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SCHERER STEPHEN,SCHERER STEPHEN,518-828-7501,385,ROUTE 31,,,HUDSON,NY,12534,POINT (-73.806966 42.186978)
ERIE,143270,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",WEEKS NURSERY & GRNHSE,PFENTNERS NURSERIES LLC,716-741-2616,5955,SHIMERVILLE ROAD,,,CLARENCE CENTER,NY,14032,POINT (-78.662352 43.011516)
ERIE,144968,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RUSSELLS TREE & SHRUB FARM LLC,RUSSELLS TREE&SHRUB FARM LLC,716-689-6764,9800,TRANSIT ROAD,,,EAST AMHERST,NY,14051,POINT (-78.696937 43.036294)
SUFFOLK,643678,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",COLORFUL GARDENS WHOLESALE LLC,BIANCA SULLIVAN,631-369-5598,35,MILL RD,,,CALVERTON,NY,11933,POINT (-72.748069 40.902062)
ERIE,143074,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",P SIRAGUSA PRODUCE,SIRAGUSA JR PHILIP,716-549-4388,9638,SOUTH MAIN STREET,,,ANGOLA,NY,140069105,POINT (-79.02284700000001 42.622539)
ONTARIO,645704,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",OUTBACK FARM MARKET,MARLIN SENSENIG,717-587-0079,2135,COUNTY ROAD 8,,,CANANDAIGUA,NY,14424,POINT (-77.309631 42.928908)
SENECA,646065,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BUTTERFLY EFFECT,JAMES NORWALK,315-759-5765,79,STARK STREET,,,WATERLOO,NY,13165,POINT (-76.87279 42.910836)
KINGS,646084,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",AFROCENTRICK - URBAN PLANT PARENTS,LESLYN LAMBERT,914-963-6464,356,REMSEN AVENUE,,,BROOKLYN,NY,11212,POINT (-73.924309 40.656688)
YATES,644167,Nursery Stock Only,10 Acres or Less,,E & L SALES,ERVIN SENSENIG,315-536-0363,913,VOAK ROAD,,,PENN YAN,NY,14527,POINT (-77.13261100000001 42.718911000000006)
SUFFOLK,471648,Nursery Stock Only,11-100 Acres,,FOWLER FARMS INC,FOWLER FARMS INC,631-283-0066,,WICKAPOGUE ROAD,PO BOX 5062,,SOUTHAMPTON,NY,11969,POINT (-72.39 40.88)
ST. LAWRENCE,404853,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",POWERS FARM,POWERS ARLIE,315-347-2145,217,PYRITES RUSSELL ROAD,,,HERMON,NY,13652,POINT (-75.149608 44.443327)
ULSTER,511615,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",COUNTRY FLOWERS GIFTS & GOODIES INC,ROBIN ANDERSON AND ANDREW ANDERSON,845-647-5256,2,RIVER ST,,,NAPANOCH,NY,12458,POINT (-74.377321 41.738097)
COLUMBIA,645882,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",K & T CREATIONS CO,TANYA SCHMIDT,518-821-0142,167,HIGHLAND ROAD,,,CHATHAM,NY,12037,POINT (-73.590283 42.374777)
SUFFOLK,473025,Nursery Stock Only,10 Acres or Less,,SOUTHAMPTON NURSERY LTD,SOUTHAMPTON NURSERY LTD,631-283-2431,542,COUNTY ROAD 39,,,SOUTHAMPTON,NY,11968,POINT (-72.417225 40.896092)
ERIE,146474,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",AGLE HENRY W&SONS INC,AGLE HENRY W&SONS INC,716-992-9668,7780,GOWANDA STATE ROAD,,,EDEN,NY,14057,POINT (-78.875295 42.675286)
HERKIMER,644699,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LAPPS PRODUCE,AMOS LAPP,315-823-0866,437,ST RT 170A,,,LITTLE FALLS,NY,13365,POINT (-74.84456 43.107922)
ORANGE,333780,Nursery Stock Only,101 Acres or More,,DEBUCKS SOD FARM OF NY,DEBUCKS SOD FARM OF NY INC,845-258-4131,,INC - GLENWOOD ROAD,,,PINE ISLAND,NY,10969,POINT (-74.486965 41.292249)
CATTARAUGUS,42097,Nursery Stock Only,11-100 Acres,,SCHICHTELS NURSERY INC,SCHICHTELS NURSERY INC,716-592-9383,,SCHWARTZ ROAD,VUKELIC FARM,,SPRINGVILLE,NY,14141,POINT (-78.702261 42.522613)
PUTNAM,645501,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",HILLTOP TREE FARM INC,VINCENT GRASSO,914-384-3605,6,JUENGSTVILLE LANE,,,BREWSTER,NY,10509,POINT (-73.652548 41.357962)
DELAWARE,124018,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",DAVENPORT GARDEN CENTER,DENNIS VALENTE,607-278-6909,,DEL CO RD 10 AND ROUTE 23,,,DAVENPORT CENTER,NY,13751,POINT (-74.88196200000002 42.455496)
OTSEGO,645271,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CAREFREE GARDENS LLC,BRENT LEONARD,607-547-9744,550,BEAVER MEADOW ROAD,,,COOPERSTOWN,NY,13326,POINT (-74.915605 42.674299)
MONROE,646417,Nursery Stock Only,10 Acres or Less,,WORLD REFORM PROJECT,JEREMY SMITH,585-481-0184,650,GLENWOOD AVENUE,,,ROCHESTER,NY,14613,POINT (-77.647562 43.176859)
SUFFOLK,470676,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",T J MART INC,T J MART INC,646-775-8075,188,ECHO AVE,,,MILLERPLACE,NY,11764,POINT (-72.991284 40.948216)
OSWEGO,351998,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",OLIVER B PAINE GREENHOUSES,PAINE OLIVER B III,315-592-2773,125,SOUTH GRANBY ROAD,,,FULTON,NY,13069,POINT (-76.382228 43.252477)
ERIE,146818,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",D&J BRAWDY FARMS INC,DENNIS BRAWDY,716-992-4194,7502,NORTH GOWANDA STATE ROAD,,,EDEN,NY,14057,POINT (-78.869623 42.68303)
NASSAU,645986,Nursery Stock Only,10 Acres or Less,,VILLAGE OF SEA CLIFF INC,KEVIN MCGILLOWAY EDWARD LIEBERMAN DINA E,516-671-0080,66,ALTAMONT AVENUE,,,SEA CLIFF,NY,11579,POINT (-73.638516 40.852554)
MONTGOMERY,645156,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",BUSY BEE FARM,BUSY BEE FARM,518-795-0035,840,FORDS BUSH RD,,,FORT PLAIN,NY,13339,POINT (-74.73686700000002 42.976687)
ERIE,645358,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CHARLIES GREENHOUSE AND FARM,CHARLES P. DIRSCHEDL,716-200-9229,7300,GOODRICH ROAD,,,CLARENCE CENTER,NY,14032,POINT (-78.636848 43.047816)
RENSSELAER,385044,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HEWITTS GARDEN CENTER INC,HEWITTS GARDEN CENTER INC,518-399-4959,,RT 4 & I 90,,,EAST GREENBUSH,NY,12061,POINT (-73.672428 42.599137)
SUFFOLK,643926,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",KURT WEISS GRENSES INC,KURT WEISS GREENHOUSES INC,,CHAPMAN BLVD,NORTH OF SUNRISE HWY,,,EAST MORICHES,NY,11940,
TOMPKINS,504934,Nursery Stock Only,10 Acres or Less,,HUNTS TREE FARM,HUNT ROBERT F,607-539-7582,146,BLACKMAN HILL ROAD,,,BERKSHIRE,NY,13736,POINT (-76.266538 42.355961)
CHAUTAUQUA,60611,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BOCES ERIE-CATTARAUGUS-CHAUT CO HEWES OCCUP CTR,GUIFFREDA ROBERT,716-7631801,,RT394,,,ASHVILLE,NY,14710,POINT (-79.41392 42.103879000000006)
WESTCHESTER,552435,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",VALHALLA GARDEN CENTER INC,VALHALLA GARDEN CENTER INC,914-769-9595,601,COLUMBUS AVE PO BOX 41,,,VALHALLA,NY,10595,
