,Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference,zip
1884,Worcester Historic District,Otsego,06/10/1975,90NR02181,-74.74956203,42.5919129252,POINT (-74.74956203 42.5919129252),12197
1885,First Baptist Church of Fairport,Monroe,09/28/2006,06NR05641,-77.4424514527,43.0988346101,POINT (-77.4424514527 43.0988346101),14450
1886,United States Post Office-Owego,Tioga,05/11/1989,90NR02239,-76.2607495229,42.1029605873,POINT (-76.2607495229 42.1029605873),13827
1887,Kingston City Almshouse,Ulster,02/02/2018,17NR00073,-73.9895148918,41.9413388946,POINT (-73.9895148918 41.9413388946),12401
1888,St. Stephen's Chapel,Otsego,03/03/2021,20NR00099,-75.2453715905,42.495385365,POINT (-75.2453715905 42.495385365),13808
1889,"Barlow, Smith H., House",Oswego,11/15/1988,90NR02157,-76.0746142293,43.6430994433,POINT (-76.0746142293 43.6430994433),13083
1890,Wiley Hose Company Building,Greene,08/10/1995,91NR03338,-73.8695587053,42.2171181629,POINT (-73.8695587053 42.2171181629),12414
1891,Bronck Farm 13-Sided Barn,Greene,09/29/1984,90NR00537,-73.8447597004,42.3462598695,POINT (-73.8447597004 42.3462598695),12051
1892,Simmons Stone House,Albany,10/03/1985,90NR02790,-73.7370608076,42.7836739693,POINT (-73.7370608076 42.7836739693),12047
1893,Newkirk Homestead,Greene,07/22/1979,90NR00535,-73.9066694671,42.266669352,POINT (-73.9066694671 42.266669352),12414
1894,NYS Armory,Essex,11/15/1988,90NR00487,-73.4248108085,43.8451010296,POINT (-73.4248108085 43.8451010296),12883
1895,Lake Shore & Michigan Southern Railroad Station,Chautauqua,12/16/1983,90NR00135,-79.581990007,42.3283885665,POINT (-79.581990007 42.3283885665),14787
1896,"Sage, Russell, Memorial Church",Queens,09/22/1986,90NR01591,-73.747089895,40.6096687939,POINT (-73.747089895 40.6096687939),11691
1897,"Docteur, Joseph, House",Jefferson,09/27/1985,90NR01123,-76.2350424236,44.1188327684,POINT (-76.2350424236 44.1188327684),13618
1898,Hepburn Library of Lisbon,St. Lawrence,08/22/2016,16NR00050,-75.3207747938,44.725170305,POINT (-75.3207747938 44.725170305),13658
1899,"Curtis, Thomas Bennett, House",Yates,08/24/1994,94NR00674,-76.929912812,42.5496125769,POINT (-76.929912812 42.5496125769),14837
1900,Distin Cottage,Franklin,11/06/1992,90NR02967,-74.1293280655,44.3195749858,POINT (-74.1293280655 44.3195749858),12983
1901,Buffalo Public School #51 (PS 51),Erie,06/03/2019,18NR00104,-78.9027199209,42.9414033491,POINT (-78.9027199209 42.9414033491),14207
1902,St. Paul's Evangelical Lutheran Church,Albany,11/02/2016,16NR00057,-74.1406686294,42.6262229159,POINT (-74.1406686294 42.6262229159),12023
1903,Rafael Guastavino Jr. House,Suffolk,12/11/2013,13NR06473,-73.2340155449,40.7166059761,POINT (-73.2340155449 40.7166059761),11706
1904,Portville Free Library,Cattaraugus,11/07/1991,90NR03283,-78.3403631121,42.0391228208,POINT (-78.3403631121 42.0391228208),14770
1905,"Carll, Ezra, Homestead",Suffolk,09/26/1985,90NR01810,-73.3960942785,40.8276713822,POINT (-73.3960942785 40.8276713822),11746
1906,Evergreen Acres,Madison,11/02/1987,90NR01409,-75.87751988,42.9280364539,POINT (-75.87751988 42.9280364539),
1907,"Sixth Street, Building at 86",Nassau,11/14/1978,91NR00200,-73.6401113397,40.7218724483,POINT (-73.6401113397 40.7218724483),11530
1908,Congregation Ansche Chesed,New York,06/09/2014,13NR06498,-73.9529479872,40.801872028,POINT (-73.9529479872 40.801872028),10026
1909,DuBois Stone House,Greene,11/22/1995,91NR03342,-73.8693527935,42.2193784329,POINT (-73.8693527935 42.2193784329),12414
1910,Rombout House,Dutchess,11/26/1982,90NR00421,-73.8939890839,41.6798356281,POINT (-73.8939890839 41.6798356281),12603
1911,"Granger, Francis, House",Ontario,04/26/1984,90NR02002,-77.2915184797,42.9006389334,POINT (-77.2915184797 42.9006389334),14424
1912,Lock Tender's House and Canal Store Ruin,Ulster,08/06/1998,98NR01372,-74.1308788595,41.8231960941,POINT (-74.1308788595 41.8231960941),12440
1913,Holland Tunnel,New York,11/04/1993,93NR00477,-74.0207070611,40.7273309567,POINT (-74.0207070611 40.7273309567),10005
1914,First Methodist Church of Lansingburgh,Rensselaer,06/23/2016,16NR00020,-73.6751299773,42.7756900498,POINT (-73.6751299773 42.7756900498),12182
1915,"Barney, H.S., Building",Schenectady,07/19/1984,90NR02663,-73.9453326775,42.8152056624,POINT (-73.9453326775 42.8152056624),12305
1916,"Lott, Hendrick I., House",Kings,03/03/1994,93NR00463,-73.9326465101,40.6103376482,POINT (-73.9326465101 40.6103376482),11234
1917,"Chapin, Thaddeus, House",Ontario,04/26/1984,90NR01999,-77.2919215439,42.882433775,POINT (-77.2919215439 42.882433775),14424
1918,Van Cortlandt Upper Manor House,Westchester,04/02/1981,90NR02431,-73.9052748685,41.3123974071,POINT (-73.9052748685 41.3123974071),10567
1919,Gilbert Purple House/Northern Tioga Telephone Co.,Tioga,09/15/2004,03NR05190,-76.1889391028,42.2248356226,POINT (-76.1889391028 42.2248356226),13811
1920,Association Residence Nursing Home,New York,02/20/1975,90NR00624,-73.9664408571,40.7986310217,POINT (-73.9664408571 40.7986310217),10025-4403
1921,Mitchel Air Base and Flight Line,Nassau,05/04/2018,17NR00115,-73.5973222795,40.7305326653,POINT (-73.5973222795 40.7305326653),11530
1922,Lace House (Uriah Edwards House),Columbia,02/21/1985,90NR00212,-73.4285466539,42.376792164,POINT (-73.4285466539 42.376792164),12029
1923,Warsaw Downtown Historic District,Wyoming,11/21/2012,12NR06348,-78.1325791236,42.7402650219,POINT (-78.1325791236 42.7402650219),14569
1924,St. PeterΓÇÖs Protestant Episcopal Church,Kings,11/08/2021,21NR00037,-73.9846687252,40.6879267106,POINT (-73.9846687252 40.6879267106),11217
1925,Fire Station No. 4,Chemung,03/24/1988,90NR00138,-76.8068419418,42.104852905,POINT (-76.8068419418 42.104852905),14901
1926,Rockdale Community Church,Chenango,10/05/2005,05NR05452,-75.4078568863,42.3776996428,POINT (-75.4078568863 42.3776996428),13809
1927,"Holroyd, James, Residence",Albany,,03NR05183,-73.7626152176,42.6559423005,POINT (-73.7626152176 42.6559423005),12210
1928,Fenner Baptist Church,Madison,01/24/2002,01NR01828,-75.7874919152,42.9690919228,POINT (-75.7874919152 42.9690919228),13035
1929,Union Street Historic District,Dutchess,12/09/1971,90NR00433,-73.9335422229,41.7037839647,POINT (-73.9335422229 41.7037839647),12601
1930,Parker Training Academy Dutch Barn,Dutchess,10/03/2007,07NR05732,-73.817538365,42.0183355163,POINT (-73.817538365 42.0183355163),12571
1931,MerrellΓÇôSoule None Such Mince Meat Factory,Onondaga,03/30/2020,19NR00033,-76.1570372132,43.0577115037,POINT (-76.1570372132 43.0577115037),13204
1932,North Ridge United Methodist Church,Niagara,12/31/2002,02NR04985,-78.8277306999,43.2124147712,POINT (-78.8277306999 43.2124147712),14094
1933,Rutger-Steuben Park Historic District,Oneida,09/19/1973,90NR02056,-75.2290447497,43.0966560252,POINT (-75.2290447497 43.0966560252),13501
1934,Schaefer & Brother Malt House,Erie,12/03/2019,19NR00076,-78.8918845219,42.8986897766,POINT (-78.8918845219 42.8986897766),14201
1935,Schomburg Center for Research in Black Culture,New York,09/21/1978,90NR00853,-73.9412146538,40.8147603133,POINT (-73.9412146538 40.8147603133),10030
1936,Riga Academy,Monroe,11/21/1980,90NR01459,-77.8796282881,43.0690660469,POINT (-77.8796282881 43.0690660469),14428
1937,House at 3 Crown Street,Putnam,11/23/1982,90NR02394,-73.9501147673,41.4238029297,POINT (-73.9501147673 41.4238029297),10516
1938,Jeffersonville School,Sullivan,04/28/1988,90NR01055,-74.9398643261,41.7798249075,POINT (-74.9398643261 41.7798249075),12748
1939,Port Henry Fire Department Building,Essex,06/01/1995,95NR00825,-73.4617354268,44.0489143509,POINT (-73.4617354268 44.0489143509),12974
1940,Grindstone Island Upper Schoolhouse,Jefferson,08/14/2012,12NR06362,-76.1291919852,44.2699672488,POINT (-76.1291919852 44.2699672488),13624
1941,Greeley House,Westchester,04/19/1979,90NR02448,-73.7713134284,41.1591109902,POINT (-73.7713134284 41.1591109902),10514
1942,"Slabsides (Burroughs, John, Cabin)",Ulster,11/24/1968,90NR01058,-73.9736734593,41.7975794878,POINT (-73.9736734593 41.7975794878),12528
1943,Otsdawa Baptist Church,Otsego,03/06/2002,02NR01885,-75.173120005,42.4865337207,POINT (-75.173120005 42.4865337207),13825
1944,District School No. 7,Albany,05/16/1996,96NR00973,-73.8999359697,42.4737438524,POINT (-73.8999359697 42.4737438524),12046
1945,Grooms Tavern Complex,Saratoga,02/10/2000,00NR01576,-73.8445461089,42.8347402548,POINT (-73.8445461089 42.8347402548),12065
1946,Ryan Cottage,Franklin,11/06/1992,90NR02944,-74.1525459852,44.3185591105,POINT (-74.1525459852 44.3185591105),12983
1947,H.A. Meldrum Company Building,Erie,05/29/2013,13NR06423,-78.8749104737,42.8865944135,POINT (-78.8749104737 42.8865944135),14202
1948,Garrison Landing Historic District,Putnam,11/23/1982,90NR02366,-73.9473607276,41.3831636896,POINT (-73.9473607276 41.3831636896),10524
1949,New York Cancer Hospital,New York,04/29/1977,90NR00690,-73.9607723762,40.7978885487,POINT (-73.9607723762 40.7978885487),10025
1950,Harbor Road Historic District,Suffolk,09/26/1985,90NR01822,-73.461352501,40.8594454374,POINT (-73.461352501 40.8594454374),11724
1951,Bronx County Courthouse,Bronx,09/08/1983,90NR00051,-73.9237979293,40.8263001862,POINT (-73.9237979293 40.8263001862),10468
1952,"Tubman, Harriet, Grave Site",Cayuga,04/02/1999,98NR01423,-76.5749654113,42.9242894376,POINT (-76.5749654113 42.9242894376),13021
1953,"Woodchuck Lodge (Burroughs, John, Home)",Delaware,10/15/1966,90NR00282,-74.5823567628,42.2951594824,POINT (-74.5823567628 42.2951594824),12474
1954,United States Post Office-Port Chester,Westchester,05/11/1989,90NR02496,-73.668079972,41.0033537826,POINT (-73.668079972 41.0033537826),10573
1955,Osborne Apartments,New York,04/22/1993,93NR00476,-73.9802910417,40.7659501046,POINT (-73.9802910417 40.7659501046),10019
1956,"Fischel, Harry, House (Fairlawn"")""",Greene,04/21/2000,00NR01595,-74.2139854677,42.2114218019,POINT (-74.2139854677 42.2114218019),12424
1957,"Upsilon Alpha Chapter, Chi Omega House",Onondaga,08/19/2021,20NR00132,-76.1318504721,43.0400675211,POINT (-76.1318504721 43.0400675211),13210
1958,Bedford Creek Bridge,Jefferson,10/18/1989,90NR01134,-76.1194956428,43.9094877126,POINT (-76.1194956428 43.9094877126),13685
1959,Homan-Gerard House and Mills,Suffolk,12/08/1988,90NR01785,-72.9153965425,40.8358576177,POINT (-72.9153965425 40.8358576177),11980
1960,United Church of Canastota,Madison,05/23/1986,90NR01437,-75.753555885,43.078553541,POINT (-75.753555885 43.078553541),13032
1961,Flushing High School,Queens,02/10/1992,91NR00099,-73.826828129,40.7648810901,POINT (-73.826828129 40.7648810901),11354
1962,District School No. 9 (The Old Stone Schoolhouse),Orange,09/15/1988,90NR02294,-74.3495210706,41.3764344014,POINT (-74.3495210706 41.3764344014),10924
1963,Garment Center Historic District,New York,11/05/2008,08NR05833,-73.9902103244,40.7536349194,POINT (-73.9902103244 40.7536349194),10018
1964,Onteora Park Historic District,Greene,02/12/2003,02NR05001,-74.14814768,42.2142654186,POINT (-74.14814768 42.2142654186),12485
1965,Church Street Historic District,Franklin,11/02/1987,90NR02958,-74.1291481617,44.3270552377,POINT (-74.1291481617 44.3270552377),12983
1966,Swart-Wilcox House,Otsego,05/24/1990,91NR03317,-75.0706180458,42.4443640246,POINT (-75.0706180458 42.4443640246),13820
1967,"Houghtaling, Peter, Farm, and Lime Kiln",Greene,03/20/1986,90NR00544,-73.8541026555,42.3938662665,POINT (-73.8541026555 42.3938662665),12042
1968,John Street Methodist Church,New York,06/04/1973,90NR00754,-74.0081475112,40.7091047776,POINT (-74.0081475112 40.7091047776),10038
1969,Feustmann Cottage,Franklin,11/06/1992,90NR02956,-74.1301539936,44.3330678222,POINT (-74.1301539936 44.3330678222),12983
1970,"Haviland's, Widow, Tavern",Westchester,04/16/1974,90NR02512,-73.684402923,40.9819193434,POINT (-73.684402923 40.9819193434),10580
1971,"Yawger, Peter, House",Cayuga,04/15/2004,03NR05172,-76.7071134394,42.8896152418,POINT (-76.7071134394 42.8896152418),13034
1972,Substation #235 (IND),New York,02/09/2006,05NR05422,-74.0022466326,40.739007026,POINT (-74.0022466326 40.739007026),10011
1973,Sloan Cottage,Franklin,11/06/1992,90NR02992,-74.1354726939,44.3225663999,POINT (-74.1354726939 44.3225663999),12983
1974,"Markle, Jacob F., Stone House",Ulster,08/10/1995,95NR00853,-74.2172625829,41.8330966016,POINT (-74.2172625829 41.8330966016),12404
1975,Our Mother of Good Counsel Roman Catholic Church Complex,Erie,12/21/2020,20NR00087,-78.8229809926,42.798029574,POINT (-78.8229809926 42.798029574),14219
1976,Bacon-Merchant-Moss House,Niagara,05/30/2007,07NR05707,-78.6943216374,43.1686763481,POINT (-78.6943216374 43.1686763481),14094
1977,Camp Santanoni,Essex,04/03/1987,90NR00468,-74.1678589811,44.0208933225,POINT (-74.1678589811 44.0208933225),12852
1978,Harmon Cobblestone Farmhouse,Ontario,05/22/1992,92NR00335,-77.1241610056,42.9927555678,POINT (-77.1241610056 42.9927555678),14432
1979,New Kasson Apartments,Onondaga,08/24/2011,11NR06225,-76.1432699557,43.0542107744,POINT (-76.1432699557 43.0542107744),13203
1980,King Manor,Queens,12/02/1974,90NR01618,-73.803770899,40.7030957374,POINT (-73.803770899 40.7030957374),11432
1981,Partridge Cottage,Essex,11/06/1992,90NR02934,-74.1242893172,44.3242994338,POINT (-74.1242893172 44.3242994338),12983
1982,Nathan Burnham House,Jefferson,02/23/2016,15NR00127,-76.1912733571,43.8445342627,POINT (-76.1912733571 43.8445342627),13651
1983,Hyde Park Firehouse (Eagle Engine Co.),Dutchess,09/02/1993,90NR02890,-73.9364275308,41.7910821122,POINT (-73.9364275308 41.7910821122),12538
1984,St. Nicholas Episcopal Church (Zion Memorial Chapel),Dutchess,02/27/1987,90NR00318,-73.9495188052,41.5886866474,POINT (-73.9495188052 41.5886866474),12590
1985,Zuidema-Idsardi House,Erie,11/30/1999,99NR01541,-78.6631895376,42.8988002254,POINT (-78.6631895376 42.8988002254),14086
1986,National Company Building,Monroe,10/11/1984,90NR01515,-77.60760077,43.1565494728,POINT (-77.60760077 43.1565494728),14604
1987,Bear Mountain State Park Historic District,Orange,,91NR00060,-73.9976926062,41.3176426391,POINT (-73.9976926062 41.3176426391),10922
1988,Schuyler County Courthouse Complex,Schuyler,06/05/1974,90NR02203,-76.8709470356,42.3769401689,POINT (-76.8709470356 42.3769401689),14891
1989,Nelson Welsh Congregational Church,Madison,08/06/1993,93NR00504,-75.754939578,42.902086539,POINT (-75.754939578 42.902086539),13061
1990,Palmer Brook Bridge,Clinton,11/12/1999,98NR01357,-73.674159919,44.443838575,POINT (-73.674159919 44.443838575),12912
1991,African Cemetery,Westchester,10/03/2003,03NR05070,-73.7018534754,40.9761272032,POINT (-73.7018534754 40.9761272032),10528
1992,North Park Branch Library,Erie,11/09/2018,17NR00068,-78.8680767495,42.9480941663,POINT (-78.8680767495 42.9480941663),14216
1993,Denniston-Steidle House,Orange,05/08/2012,12NR06312,-74.1077715036,41.4614873692,POINT (-74.1077715036 41.4614873692),12553
1994,Euclid Avenue School,Chautauqua,03/21/1985,90NR00111,-79.2379593487,42.1084358426,POINT (-79.2379593487 42.1084358426),14701
1995,Patterson Farmhouse,Albany,04/28/1997,95NR00896,-73.8422496485,42.6104200212,POINT (-73.8422496485 42.6104200212),12054
1996,White Creek Historic District,Washington,04/26/1979,90NR02750,-73.2894747826,42.9718374973,POINT (-73.2894747826 42.9718374973),12057
1997,Grace United Methodist Church,Hamilton,02/12/2015,14NR06592,-74.3658573661,43.5009976714,POINT (-74.3658573661 43.5009976714),12164
1998,57 Montgomery Street,Dutchess,02/02/2016,15NR00109,-73.9302075751,41.6991763424,POINT (-73.9302075751 41.6991763424),12601
1999,Dellemont-Wemple Farm,Schenectady,10/25/1973,90NR02651,-74.0082518182,42.7711658577,POINT (-74.0082518182 42.7711658577),12306
2000,Spring House,Monroe,11/20/1975,90NR01458,-77.5460178284,43.1090185466,POINT (-77.5460178284 43.1090185466),14618
2001,Thousand Island Grange Hall,Jefferson,06/28/1996,96NR00958,-75.9721603884,44.2609409134,POINT (-75.9721603884 44.2609409134),13656
2002,Former Roslyn National Bank & Trust Company,Nassau,10/02/1986,90NR01735,-73.6469183642,40.8018197033,POINT (-73.6469183642 40.8018197033),11576
2003,Wardenclyffe,Suffolk,07/27/2018,18NR00033,-72.8990977956,40.9481047331,POINT (-72.8990977956 40.9481047331),11786
2004,"East 4th St., House at 37",New York,01/03/1980,90NR00602,-73.992017423,40.7275467157,POINT (-73.992017423 40.7275467157),10003
2005,"Hilton Avenue, Building at 43",Nassau,11/14/1978,91NR00226,-73.6370600331,40.7221229766,POINT (-73.6370600331 40.7221229766),11530
2006,Bassett Family Residence,Otsego,08/11/2004,04NR05209,-75.0587175288,42.5810471692,POINT (-75.0587175288 42.5810471692),13810
2007,Howland Library,Dutchess,05/07/1973,90NR00436,-73.9648807296,41.5017503758,POINT (-73.9648807296 41.5017503758),12508
2008,Coulter Cottage,Essex,11/06/1992,90NR02932,-74.1260760654,44.3265709016,POINT (-74.1260760654 44.3265709016),12983
2009,"Delaware, Lackawanna & Western Railroad Station",Livingston,12/07/2005,05NR05512,-77.8970009116,42.7714047092,POINT (-77.8970009116 42.7714047092),14481
2010,United States Post Office-Springville,Erie,05/11/1989,90NR01254,-78.6657163063,42.5100540982,POINT (-78.6657163063 42.5100540982),14141
2011,Mount Morris Park Historic District,New York,02/06/1973,90NR00620,-73.9466943663,40.8049129298,POINT (-73.9466943663 40.8049129298),10027
2012,Aurora Steam Grist Mill,Cayuga,07/30/1976,90NR00104,-76.7039434097,42.7541733588,POINT (-76.7039434097 42.7541733588),13026
2013,"Wood, Harry, House",Suffolk,09/26/1985,90NR01861,-73.4406978413,40.8726959018,POINT (-73.4406978413 40.8726959018),11743
2014,Alku & Alku Toinen,Kings,05/20/2019,18NR00102,-73.9991891492,40.6444997705,POINT (-73.9991891492 40.6444997705),11232
2015,Normandy Grange,Putnam,11/23/1982,90NR02373,-73.9309713587,41.3922181095,POINT (-73.9309713587 41.3922181095),10524
2016,Reformed Church of Melrose,Bronx,05/15/2017,17NR00002,-73.9136245168,40.8204703409,POINT (-73.9136245168 40.8204703409),10451
2017,Cordts Mansion,Ulster,10/03/2007,06NR05573,-73.9723179025,41.9293635819,POINT (-73.9723179025 41.9293635819),12401
2018,USS Slater (Destroyer Escort),Albany,05/07/1998,98NR01329,-73.7497084068,42.642547831,POINT (-73.7497084068 42.642547831),12202
2019,"Losee, Isaac, House",Suffolk,09/26/1985,90NR01830,-73.4179153835,40.8794403786,POINT (-73.4179153835 40.8794403786),11743
2020,Wethersfield,Dutchess,03/25/2021,20NR00002,-73.6301412016,41.8847872005,POINT (-73.6301412016 41.8847872005),
2021,Saint James Episcopal Church,Washington,01/07/1998,96NR01031,-73.5847344776,43.2677976115,POINT (-73.5847344776 43.2677976115),12828
2022,Torne Brook Farm,Rockland,05/19/1988,90NR02407,-74.1635368997,41.1405276714,POINT (-74.1635368997 41.1405276714),10970
