LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
NYC,NAGUABO GROCERY CORP,26 EAST MOUNT EDEN AVENUE,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"26 EAST MOUNT EDEN AVENUE
BRONX, NY 10452
(40.84398001500006, -73.91415697199994)"
NYC,HABIB EXPRESS DELI CORP,5223 BROADWAY  STREET,BRONX,NY,10463,BRONX,NEW YORK CITY,DELICATESSEN,11/10/2020,"5223 BROADWAY  STREET
BRONX, NY 10463
(40.875089993000074, -73.90938297599996)"
NASSAU,EXXON / EAST MEADOW GAS INC.,2789 NORTH JERUSALEM ROAD,EAST MEADOW,NY,11554,HEMPSTEAD,NASSAU,CONVENIENCE/GAS,11/10/2020,"2789 NORTH JERUSALEM ROAD
EAST MEADOW, NY 11554
(40.706623001000025, -73.53155997299996)"
ONEIDA,DON ROK,36 COLLEGE  STREET,CLINTON,NY,13323,KIRKLAND,ONEIDA,BAR/LOUNGE,11/10/2020,"36 COLLEGE  STREET
CLINTON, NY 13323
(43.048370007000074, -75.38142999399997)"
NYC,MAGIC GROCERY CORP,301 CHURCH  AVENUE,BROOKLYN,NY,11218,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"301 CHURCH  AVENUE
BROOKLYN, NY 11218
(40.64381999900007, -73.97735501399995)"
NYC,GOLDEN DELI CORP,3377 BROADWAY,NEW YORK,NY,10031,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"3377 BROADWAY
NEW YORK, NY 10031
(40.82136999900007, -73.95447702799999)"
NYC,LOS BROTHERS DELI GROCERY CORP.,305 JEROME STREET,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"305 JEROME STREET
BROOKLYN, NY 11207
(40.67429999400008, -73.88688603099996)"
WATERTOWN DO,DEXTER MARKET,308 BROWN STREET,"DEXTER, NY",NY,13634,BROWNVILLE,JEFFERSON,CONVENIENCE STORE,11/10/2020,"308 BROWN STREET
DEXTER, NY, NY 13634
(44.00701350500003, -76.04455298599999)"
CHEMUNG,SPEEDWAY #07749,2457 CORNING ROAD,ELMIRA,NY,14903,HORSEHEADS,CHEMUNG,GAS STATION,11/10/2020,"2457 CORNING ROAD
ELMIRA, NY 14903
(42.148030015000074, -76.83311996799995)"
BROOME,FAMILY DOLLAR STORE #9060,56 MAIN STREET,BINGHAMTON,NY,13905,BINGHAMTON,BROOME,DISCOUNT STORE,11/10/2020,"56 MAIN STREET
BINGHAMTON, NY 13905
(42.09960801200003, -75.92021596399996)"
WESTCHESTER,"MALARVADI, INC",13 SOUTH DIVISION STREET,NEW ROCHELLE,NY,10801,NEW ROCHELLE,WESTCHESTER,CONVENIENCE STORE,11/10/2020,"13 SOUTH DIVISION STREET
NEW ROCHELLE, NY 10801
(40.90757598700003, -73.78238800599996)"
GLENS FALLS DO,SPEEDWAY #7735,229 CHURCH AVENUE,BALLSTON SPA,NY,12020,BALLSTON,SARATOGA,CONVENIENCE/GAS,11/10/2020,"229 CHURCH AVENUE
BALLSTON SPA, NY 12020
(42.98943102000004, -73.85129697299999)"
SUFFOLK,QUICK CHECK,3540 VETERANS HIGHWAY,BOHEMIA,NY,11716,ISLIP,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"3540 VETERANS HIGHWAY
BOHEMIA, NY 11716
(40.80073334800005, -73.17463412799998)"
WESTCHESTER,"RANI ENTERPRISES OF NY, INC.",831 NEPPERHAN AVENUE AVENUE,YONKERS,NY,10703,YONKERS,WESTCHESTER,STATIONERY STORE,11/10/2020,"831 NEPPERHAN AVENUE AVENUE
YONKERS, NY 10703
(40.95363680300005, -73.87757199599997)"
NASSAU,RAMIREZ FOOD GROCERY,118 N FRANKLIN STREET,HEMPSTEAD,NY,11550,HEMPSTEAD,NASSAU,DELICATESSEN,11/10/2020,"118 N FRANKLIN STREET
HEMPSTEAD, NY 11550
(40.710033011000064, -73.62767399899997)"
ONEIDA,ZALATANO'S MARKET,347 JAMES STREET,UTICA,NY,13501,UTICA,ONEIDA,CONVENIENCE STORE,11/10/2020,"347 JAMES STREET
UTICA, NY 13501
(43.08552686300004, -75.23692108599994)"
NIAGARA,JSS CONVENIENCE INC.,2221 HYDE PARK BOULEVARD,NIAGARA FALLS,NY,14305,NIAGARA FALLS,NIAGARA,CONVENIENCE/GAS,11/10/2020,"2221 HYDE PARK BOULEVARD
NIAGARA FALLS, NY 14305
(43.10916898000005, -79.03022499699995)"
NYC,73 NEW DORP PLAZA INC,73 NEW DORP PLAZA,STATEN ISLAND,NY,10306,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"73 NEW DORP PLAZA
STATEN ISLAND, NY 10306
(40.57345999900008, -74.11787602799996)"
SUFFOLK,SPEEDWAY # 07640,370 RT. 25A,MILLER PLACE,NY,11764,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"370 RT. 25A
MILLER PLACE, NY 11764
(40.94141100600007, -72.98733498599995)"
NYC,RIVERA DELI CORP,4301 WHITE PLAINS  ROAD,BRONX,NY,10466,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"4301 WHITE PLAINS  ROAD
BRONX, NY 10466
(40.895739985000034, -73.85629501799997)"
NIAGARA,SUNOCO FOOD MART,2202 HYDE PARK BOULEVARD,NIAGARA FALLS,NY,14305,NIAGARA FALLS,NIAGARA,GAS STATION,11/10/2020,"2202 HYDE PARK BOULEVARD
NIAGARA FALLS, NY 14305
(43.10882301700008, -79.03076596499994)"
NYC,SUPERIOR EXPRESS DELI & GROCERY CORP,116-02 LIBERTY  AVENUE,RICHMOND HILL,NY,11419,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"116-02 LIBERTY  AVENUE
RICHMOND HILL, NY 11419
(40.68572000200004, -73.82665099299999)"
NYC,AMIGOS GROCERY AND CANDY STORE CORP,760 ALLERTON AVENUE,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"760 ALLERTON AVENUE
BRONX, NY 10467
(40.86532000500006, -73.86507698999998)"
NYC,NEW DELI FOOD INC.,2168 BATH AVENUE,BROOKLYN,NY,11214,BROOKLYN,NEW YORK CITY,DELICATESSEN,11/10/2020,"2168 BATH AVENUE
BROOKLYN, NY 11214
(40.59860000900005, -73.99771096799998)"
RENSSELAER,STEWART'S SHOP #244,110 HOOSICK STREET,TROY,NY,12180,TROY,RENSSELAER,CONVENIENCE STORE,11/10/2020,"110 HOOSICK STREET
TROY, NY 12180
(42.73915900000003, -73.67939101199994)"
NYC,DEFENDERS GOURMET DELI INC.,386 EAST 161ST STREET,BRONX,NY,10451,BRONX,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"386 EAST 161ST STREET
BRONX, NY 10451
(40.82422001300006, -73.91446098399996)"
NASSAU,THRIFTWAY CARD & GIFT / THRIFTWAY PLAINVIEW CARD C,1032A OLD COUNTRY  ROAD,PLAINVIEW,NY,11803,OYSTER BAY,NASSAU,STATIONERY STORE,11/10/2020,"1032A OLD COUNTRY  ROAD
PLAINVIEW, NY 11803
(40.77548324600008, -73.47385768399994)"
NYC,BIG SAL DELI INC.,1361 OGDEN AVENUE,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1361 OGDEN AVENUE
BRONX, NY 10452
(40.841670004000036, -73.92490600899998)"
ULSTER,QUISQUEYA NIGHTCLUB,177 SOUTH MAIN STREET,ELLENVILLE,NY,12428,WAWARSING,ULSTER,BAR/LOUNGE,11/10/2020,"177 SOUTH MAIN STREET
ELLENVILLE, NY 12428
(41.711926005000066, -74.40325602599995)"
ALBANY,RAVENA SHOP AND SAVE,2481 ROUTE 9W ROUTE,RAVENA,NY,12143,COEYMANS,ALBANY,GROCERY SUPERMARKET,11/10/2020,"2481 ROUTE 9W ROUTE
RAVENA, NY 12143
(42.46704253300004, -73.81642625999996)"
NYC,"PATEL, AMBALAL B.",S/E/C WEST 34TH ST & 9TH AVENUE,NEW YORK,NY,10001,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"S/E/C WEST 34TH ST & 9TH AVENUE
NEW YORK, NY 10001
(40.75340005600003, -73.99631990799998)"
CHEMUNG,BYRNE DAIRY #01 - GRAND CENTRAL,1968 GRAND CENTRAL AVENUE,HORSEHEADS,NY,14845,HORSEHEADS,CHEMUNG,CONVENIENCE STORE,11/10/2020,"1968 GRAND CENTRAL AVENUE
HORSEHEADS, NY 14845
(42.142978268000036, -76.82049739899998)"
ORANGE,CUMBERLAND FARMS #1517,405 BLOOMING GROVE TURNPIKE,NEW WINDSOR,NY,12553,NEW WINDSOR,ORANGE,CONVENIENCE/GAS,11/10/2020,"405 BLOOMING GROVE TURNPIKE
NEW WINDSOR, NY 12553
(41.46426304000005, -74.03611032199996)"
NYC,NORTHERN DELI & GROCERY CORP,10102 NORTHERN BOULEVARD,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"10102 NORTHERN BOULEVARD
CORONA, NY 11368
(40.75729998800006, -73.86731101799995)"
NYC,NICE DELI AND GROCERY INC.,1660 SAINT JOHNS PLACE,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1660 SAINT JOHNS PLACE
BROOKLYN, NY 11233
(40.66996998700006, -73.92264599599997)"
SUFFOLK,VALERO,1537 MIDDLE COUNTRY RD,CENTEREACH,NY,11720,BROOKHAVEN,SUFFOLK,GAS STATION,11/10/2020,"1537 MIDDLE COUNTRY RD
CENTEREACH, NY 11720
(40.86107230500005, -73.06530619399996)"
NYC,FOSTER ISLAND CORPORATION,9702 FOSTER AVENUE,BROOKLYN,NY,11236,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"9702 FOSTER AVENUE
BROOKLYN, NY 11236
(40.648280010000065, -73.90551397299998)"
NYC,FAMILY VASQUEZ DELI GROCERY CORP.,13414 ROCKAWAY  BOULEVARD,SOUTH OZONE PARK,NY,11420,QUEENS,NEW YORK CITY,OTHER,11/10/2020,"13414 ROCKAWAY  BOULEVARD
SOUTH OZONE PARK, NY 11420
(40.67442999700006, -73.80395598399997)"
SUFFOLK,SAMS' BEVERAGE PLACE,29 RACE LANE,EAST HAMPTON,NY,11937,E. HAMPTON,SUFFOLK,LIQUOR/BEVERAGE STORE,11/10/2020,"29 RACE LANE
EAST HAMPTON, NY 11937
(40.963929559000064, -72.19513274699995)"
ALBANY,LUKOIL GUILDERLAND CENTER,P.O. BOX 308/456 ROUTE 146 ROUTE,GUILDERLAND CENTER,NY,12085,GUILDERLAND,ALBANY,CONVENIENCE/GAS,11/10/2020,"P.O. BOX 308/456 ROUTE 146 ROUTE
GUILDERLAND CENTER, NY 12085
(42.70660205000007, -74.04338463899995)"
NASSAU,CIRCLE A / CIRCLE A 305 FOODS INC.,305 ROCKAWAY TURNPIKE,LAWRENCE,NY,11559,HEMPSTEAD,NASSAU,CONVENIENCE STORE,11/10/2020,"305 ROCKAWAY TURNPIKE
LAWRENCE, NY 11559
(40.624327003000076, -73.73578998899995)"
NYC,NUR GROCERY INC,280 EAST 7TH STREET,NEW YORK,NY,10009,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"280 EAST 7TH STREET
NEW YORK, NY 10009
(40.723140003000026, -73.97691596999994)"
RENSSELAER,STEWART'S SHOP #346,4700 RT 7 CORNER 22 ROUTE,HOOSICK,NY,12089,HOOSICK,RENSSELAER,CONVENIENCE/GAS,11/10/2020,"4700 RT 7 CORNER 22 ROUTE
HOOSICK, NY 12089
(42.85188470200006, -73.34708402899997)"
CAYUGA,FINE FOOD & GAS (AUBURN MINI MART),50 OWASCO STREET,AUBURN,NY,13021,AUBURN,CAYUGA,CONVENIENCE/GAS,11/10/2020,"50 OWASCO STREET
AUBURN, NY 13021
(42.93074001200006, -76.55857399899998)"
NYC,DITMAS GAS & REPAIR INC,852 CONEY ISLAND  AVENUE,BROOKLYN,NY,11218,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"852 CONEY ISLAND  AVENUE
BROOKLYN, NY 11218
(40.63692001700008, -73.96856197799997)"
NASSAU,7-ELEVEN ( STORE # 35634A ) / PANAASH STORES INC.,415 MILL ROAD,HEWLETT,NY,11557,HEMPSTEAD,NASSAU,CONVENIENCE STORE,11/10/2020,"415 MILL ROAD
HEWLETT, NY 11557
(40.64331599500008, -73.70449196299995)"
MONROE,QUICKLEES MOBIL MART,873 HOLT ROAD,WEBSTER,NY,14580,WEBSTER,MONROE,CONVENIENCE/GAS,11/10/2020,"873 HOLT ROAD
WEBSTER, NY 14580
(43.21661098100003, -77.44717903299994)"
SCHENECTADY,CUMBERLAND FARMS,3088 CARMAN ROAD,ROTTERDAM,NY,12303,ROTTERDAM,SCHENECTADY,GAS STATION,11/10/2020,"3088 CARMAN ROAD
ROTTERDAM, NY 12303
(42.764552982000055, -73.93934601599994)"
SUFFOLK,KING KULLEN #19,275 WEST JERICHO  TURNPIKE,HUNTINGTON STATION,NY,11746,HUNTINGTON,SUFFOLK,GROCERY SUPERMARKET,11/10/2020,"275 WEST JERICHO  TURNPIKE
HUNTINGTON STATION, NY 11746
(40.82967101600008, -73.41945696299996)"
SUFFOLK,MARTELL'S STATIONARY,809 MONTAUK HWY.,MONTAUK,NY,11954,E. HAMPTON,SUFFOLK,STATIONERY STORE,11/10/2020,"809 MONTAUK HWY.
MONTAUK, NY 11954
(41.03638798500003, -71.94199003799997)"
SCHENECTADY,XTRA MART DRAKE PETROLEUM,3159 TROY-SCHENECTADY ROAD,SCHENECTADY,NY,12309,NISKAYUNA,SCHENECTADY,CONVENIENCE/GAS,11/10/2020,"3159 TROY-SCHENECTADY ROAD
SCHENECTADY, NY 12309
(42.773620986000026, -73.82507200999999)"
GLENS FALLS DO,DOLLAR GENERAL STORE # 15734,162 WEST MILTON AVENUE,BALLSTON SPA,NY,12020,BALLSTON,SARATOGA,DISCOUNT STORE,11/10/2020,"162 WEST MILTON AVENUE
BALLSTON SPA, NY 12020
(43.005008599000064, -73.84904703899997)"
NYC,ELLIOT DELI AND GROCERY CORP,45 ELLIOT PLACE,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"45 ELLIOT PLACE
BRONX, NY 10452
(40.83919000900005, -73.91678503399999)"
NYC,ROYAL DELI GROCERY CORP 1,780 METROPOLITAN AVENUE,BROOKLYN,NY,11211,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"780 METROPOLITAN AVENUE
BROOKLYN, NY 11211
(40.71455001900006, -73.94285803399998)"
ERIE,HEADSPACE GIFTS & MORE,5989 TRANSIT ROAD,EAST AMHERST,NY,14051,AMHERST,ERIE,OTHER,11/10/2020,"5989 TRANSIT ROAD
EAST AMHERST, NY 14051
(43.01089699100004, -78.69616097699998)"
NYC,DEE GROCERY CORP,3201C WHITE PLAINS ROAD,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"3201C WHITE PLAINS ROAD
BRONX, NY 10467
(40.871490050000034, -73.86720721399996)"
NYC,OSCAR DELI & GROCERY MARKET INC,160-02 43RD AVENUE,FLUSHING,NY,11358,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"160-02 43RD AVENUE
FLUSHING, NY 11358
(40.75877998100003, -73.80593402999995)"
DUTCHESS,STOP & SHOP #567(STOP&SHOP SUPERCOLLC),3999 ALBANY POST ROAD,HYDE PARK,NY,12538,HYDE PARK,DUTCHESS,GROCERY SUPERMARKET,11/10/2020,"3999 ALBANY POST ROAD
HYDE PARK, NY 12538
(41.763657016000025, -73.93224604099998)"
NYC,"P & P CANDY STORE, INC.",790 MANHATTAN AVENUE,BROOKLYN,NY,11222,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"790 MANHATTAN AVENUE
BROOKLYN, NY 11222
(40.72762000400007, -73.95285303399999)"
NYC,AB MINI MART INC,2204 86TH  STREET,BROOKLYN,NY,11214,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"2204 86TH  STREET
BROOKLYN, NY 11214
(40.60165999000003, -73.99369503099996)"
NYC,BAGELIT INC,7501 13TH  AVENUE,BROOKLYN,NY,11228,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"7501 13TH  AVENUE
BROOKLYN, NY 11228
(40.62008999300008, -74.00743397599996)"
NYC,251 SUNSHINE DELI GROCERY CORP,251 WEST 231ST STREET,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"251 WEST 231ST STREET
BRONX, NY 10463
(40.879969979000066, -73.90662599999996)"
NYC,RIDGEWOOD FINEST DELI INC,765 SENECA  AVENUE,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,DELICATESSEN,11/10/2020,"765 SENECA  AVENUE
RIDGEWOOD, NY 11385
(40.70208001000003, -73.90624797599997)"
NYC,ANTHONY KYUWAN LEE,25 WEST 55TH STREET,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"25 WEST 55TH STREET
NEW YORK, NY 10019
(40.76226999600004, -73.97610401499998)"
WESTCHESTER,208 SARATOGA FOOD CORP.,208 SARATOGA AVENUE,YONKERS,NY,10705,YONKERS,WESTCHESTER,GROCERY SUPERMARKET,11/10/2020,"208 SARATOGA AVENUE
YONKERS, NY 10705
(40.912067953000076, -73.89242661899993)"
ONONDAGA,SPERA'S MEATS & DELI,6250 NY-31 ROUTE,CICERO,NY,13041,CICERO,ONONDAGA,GROCERY SUPERMARKET,11/10/2020,"6250 NY-31 ROUTE
CICERO, NY 13041
(43.17670503100004, -76.08952811399996)"
NASSAU,LA PLACITA SUPERMARKET / COVE SUPERMARKET CORP.,210 GLEN STREET,GLEN COVE,NY,11542,GLEN COVE,NASSAU,GROCERY SUPERMARKET,11/10/2020,"210 GLEN STREET
GLEN COVE, NY 11542
(40.86187001400003, -73.62347701299996)"
DUTCHESS,HILL TOP DELI & MARKET (WAJDA CORP.),5230 ALBANY POST ROAD,STAATSBURG,NY,12580,HYDE PARK,DUTCHESS,CONVENIENCE STORE,11/10/2020,"5230 ALBANY POST ROAD
STAATSBURG, NY 12580
(41.847312903000045, -73.92074568299995)"
SUFFOLK,SMOKE HUB,278 RONKONKOMA AVE,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,TOBACCO RETAIL,11/10/2020,"278 RONKONKOMA AVE
RONKONKOMA, NY 11779
(40.81528805900007, -73.11232698599997)"
SUFFOLK,GOLD COAST CIGARS,146 MAIN ST.,NORTHPORT,NY,11768,HUNTINGTON,SUFFOLK,TOBACCO RETAIL,11/10/2020,"146 MAIN ST.
NORTHPORT, NY 11768
(40.90034399700005, -73.34908996399997)"
GLENS FALLS DO,BABE MITCHELL COFFEE & VENDING-RETAIL,2913 STATE ROUTE 9,LAKE GEORGE,NY,12845,LAKE GEORGE,WARREN,TOBACCO RETAIL,11/10/2020,"2913 STATE ROUTE 9
LAKE GEORGE, NY 12845
(43.446882738000056, -73.72922595299997)"
MONROE,A-1 FOOD MARKET,238 WEBSTER AVENUE,ROCHESTER,NY,14609,ROCHESTER,MONROE,CONVENIENCE STORE,11/10/2020,"238 WEBSTER AVENUE
ROCHESTER, NY 14609
(43.166557985000054, -77.57718000399996)"
WESTCHESTER,BHARATH CORPORATION,14 WEST MAIN STREET STREET,ELMSFORD,NY,10523,GREENBURGH,WESTCHESTER,CONVENIENCE/GAS,11/10/2020,"14 WEST MAIN STREET STREET
ELMSFORD, NY 10523
(41.05569800400008, -73.82210900699994)"
WATERTOWN DO,STWEART'S SHOP -S. MASSEY,229  NORTH MASSEY STREET,WATERTOWN,NY,13601,WATERTOWN,JEFFERSON,CONVENIENCE/GAS,11/10/2020,"229  NORTH MASSEY STREET
WATERTOWN, NY 13601
(43.97873900600007, -75.91606599999994)"
NYC,THE 43RD DELI CORP,600 10TH  AVENUE,NEW YORK,NY,10036,MANHATTAN,NEW YORK CITY,DELICATESSEN,11/10/2020,"600 10TH  AVENUE
NEW YORK, NY 10036
(40.76044999100003, -73.99464796899997)"
NYC,LIFE DELI & GRILL INC,815 4TH AVENUE,BROOKLYN,NY,11232,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"815 4TH AVENUE
BROOKLYN, NY 11232
(40.65824999000006, -74.00002403799994)"
ALBANY,STEWART'S SHOP #203,1001 ALTAMONT BOULEVARD,ALTAMONT,NY,12009,GUILDERLAND,ALBANY,CONVENIENCE/GAS,11/10/2020,"1001 ALTAMONT BOULEVARD
ALTAMONT, NY 12009
(42.70034798100005, -74.03394995899998)"
NASSAU,FREEPORT BEVERAGE / WTA BEVERAGE INC.,331 GUY LOMBARDO AVENUE,FREEPORT,NY,11520,HEMPSTEAD,NASSAU,LIQUOR/BEVERAGE STORE,11/10/2020,"331 GUY LOMBARDO AVENUE
FREEPORT, NY 11520
(40.64547001900007, -73.58272403199999)"
ORLEANS,DOLLAR GENERAL # 5729,16684 ROUTE 31 ROUTE,HOLLEY,NY,14470,MURRAY,ORLEANS,DISCOUNT STORE,11/10/2020,"16684 ROUTE 31 ROUTE
HOLLEY, NY 14470
(43.22607800500003, -78.03959904099997)"
NYC,BULLPEN DELI INC,66 EAST 161 STREET,BRONX,NY,10451,NEW YORK CITY,NEW YORK CITY,DELICATESSEN,11/10/2020,"66 EAST 161 STREET
BRONX, NY 10451
(40.827360000000056, -73.92543297899994)"
SCHENECTADY,COUNTRY FARMS,1031 CRANE STREET,SCHENECTADY,NY,12303,SCHENECTADY,SCHENECTADY,CONVENIENCE/GAS,11/10/2020,"1031 CRANE STREET
SCHENECTADY, NY 12303
(42.798162889000025, -73.94716913799994)"
ERIE,TOPS # 215,4250 MCKINLEY PARKWAY,HAMBURG,NY,14075,HAMBURG,ERIE,GROCERY SUPERMARKET,11/10/2020,"4250 MCKINLEY PARKWAY
HAMBURG, NY 14075
(42.768145005000065, -78.81387198299996)"
ONEONTA DO,DOLLAR GENERAL - SIDNEY,MANG DRIVE,SIDNEY,NY,13838,SIDNEY,DELAWARE,DISCOUNT STORE,11/10/2020,"MANG DRIVE
SIDNEY, NY 13838
(42.29906538100005, -75.40909702599998)"
NYC,SALT & PEPPER DELI & GRILL LLC,854 BUSHWICK AVENUE,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"854 BUSHWICK AVENUE
BROOKLYN, NY 11221
(40.69405999500003, -73.92673804099996)"
NYC,SHAMSADEEN FOOD MARKET,313 NOSTRAND  AVENUE,BROOKLYN,NY,11216,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"313 NOSTRAND  AVENUE
BROOKLYN, NY 11216
(40.68755999700005, -73.95086803199996)"
ONONDAGA,"MALONEY'S MARKET, INC.",405 STOLP AVENUE,SYRACUSE,NY,13207,SYRACUSE,ONONDAGA,CONVENIENCE STORE,11/10/2020,"405 STOLP AVENUE
SYRACUSE, NY 13207
(43.030050016000075, -76.17069899899997)"
GLENS FALLS DO,RITE AID PHARMACY #00676,116 QUAKER ROAD,GRANVILLE,NY,12832,GRANVILLE,WASHINGTON,PHARMACY,11/10/2020,"116 QUAKER ROAD
GRANVILLE, NY 12832
(43.39574997900007, -73.26389998799993)"
NYC,DREAMS GOURMET INC,170 COURT STREET,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,RESTAURANT/ATUPA,11/10/2020,"170 COURT STREET
BROOKLYN, NY 11201
(40.68805000300006, -73.99331298399994)"
NYC,"SALEH, TOWFIK A",801 ALLERTON  AVENUE,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"801 ALLERTON  AVENUE
BRONX, NY 10467
(40.86566999100006, -73.86336900899994)"
LIVINGSTON,SUNOCO A PLUS,283 NORTH STREET,CALEDONIA,NY,14423,CALEDONIA,LIVINGSTON,CONVENIENCE/GAS,11/10/2020,"283 NORTH STREET
CALEDONIA, NY 14423
(42.973539980000055, -77.85268000199994)"
ULSTER,DOLLAR GENERAL # 13782,1985 ROUTE 32,MODENA,NY,12548,PLATTEKILL,ULSTER,GROCERY SUPERMARKET,11/10/2020,"1985 ROUTE 32
MODENA, NY 12548
(41.65969601900008, -74.11330001199997)"
GENESEE,CROSBY'S - BATAVIA,5267 CLINTON STREET,BATAVIA,NY,14020,BATAVIA,GENESEE,CONVENIENCE/GAS,11/10/2020,"5267 CLINTON STREET
BATAVIA, NY 14020
(43.008240011000055, -78.13379000799995)"
MONTICELLO DO,"HURLEYVILLE MOBIL MART, INC",213 NORTH MAIN STREET,HURLEYVILLE,NY,12747,FALLSBURG,SULLIVAN,CONVENIENCE/GAS,11/10/2020,"213 NORTH MAIN STREET
HURLEYVILLE, NY 12747
(41.73573112200006, -74.67419302499997)"
NYC,MAHI AMBE INC.,9516 4TH AVENUE,BROOKLYN,NY,11209,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"9516 4TH AVENUE
BROOKLYN, NY 11209
(40.61560999200003, -74.03150302999995)"
ONEONTA DO,EXPRESS MART #315,3155 US HIGHWAY 20,RICHFIELD SPRINGS,NY,13439,RICHFIELD,OTSEGO,CONVENIENCE/GAS,11/10/2020,"3155 US HIGHWAY 20
RICHFIELD SPRINGS, NY 13439
(42.859120002000054, -74.99826000799999)"
SENECA,KWIK FILL,316 WEST FALLS  STREET,SENECA FALLS,NY,13148,SENECA FALLS,SENECA,CONVENIENCE/GAS,11/10/2020,"316 WEST FALLS  STREET
SENECA FALLS, NY 13148
(42.90966898500005, -76.81913575499993)"
NYC,LISA MINI MARKET CORP,6421 BROADWAY,WOOSIDE,NY,11377,QUEENS,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"6421 BROADWAY
WOOSIDE, NY 11377
(40.74951998900008, -73.89777999099994)"
NYC,LUCKY 1 CONVENIENCE INC,7803 13TH AVENUE,BROOKLYN,NY,11228,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"7803 13TH AVENUE
BROOKLYN, NY 11228
(40.61836998500007, -74.00922803899994)"
NYC,LEONARDO DELI GROCERY NY CORP,441 MOTHER GASTON BOULEVARD,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"441 MOTHER GASTON BOULEVARD
BROOKLYN, NY 11212
(40.66827998500003, -73.90633003499994)"
ONONDAGA,SOUTH MINI MART,2625 MIDLAND  AVENUE,SYRACUSE,NY,13205,SYRACUSE,ONONDAGA,CONVENIENCE STORE,11/10/2020,"2625 MIDLAND  AVENUE
SYRACUSE, NY 13205
(43.01407498900005, -76.14780600899996)"
SUFFOLK,DEER PARK LUCKY CORNER,863 LONG ISLAND AVE,DEER PARK,NY,11729,BABYLON,SUFFOLK,STATIONERY STORE,11/10/2020,"863 LONG ISLAND AVE
DEER PARK, NY 11729
(40.76380926400003, -73.32093464499997)"
NYC,180 CANDY GROCERY TOBACCO CORP.,535 EAST 180TH STREET,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"535 EAST 180TH STREET
BRONX, NY 10457
(40.85068998000003, -73.89374703799996)"
